Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication
2bh2_A_cavity_2,10,3.872,0.3872,6,2,1,1,0,0,23S rRNA (uracil-5-)-methyltransferase rumA,NONE,P55135,NONE,NONE,NONE
1gx3_A_cavity_1,11,4.257,0.387,8,2,1,0,0,0,Arylamine N-acetyltransferase,TRANSFERASE,NAT_MYCSM,"Could have a role in acetylating, and hence inactivating, the antitubercular drug isoniazid.",NONE,NONE
2k0l_A_cavity_3,10,3.869,0.3869,7,2,1,0,0,0,Outer membrane protein A,NONE,P24017,NONE,NONE,NONE
2olc_B_cavity_1,12,4.641,0.3868,5,1,3,2,1,0,Methylthioribose kinase,NONE,O31663,NONE,NONE,NONE
2d31_A_cavity_1,10,3.868,0.3868,7,0,2,1,0,0,"HLA class I histocompatibility antigen, alpha chain G",IMMUNE SYSTEM/CELL CYCLE,HLAG_HUMAN,Involved in the presentation of foreign antigens to the immune system.,NONE,NONE
1rwt_F_cavity_1,11,4.253,0.3867,10,1,0,0,0,0,"Chlorophyll a-b binding protein, chloroplast",NONE,P12333,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance"
2j6h_A_cavity_4,10,3.865,0.3865,5,1,3,1,0,0,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing],NONE,P17169,Cell wall/membrane/envelope biogenesis,NONE,NONE
1i2c_A_cavity_3,12,4.636,0.3864,5,2,2,1,2,0,"UDP-sulfoquinovose synthase, chloroplastic",NONE,O48917,Cell wall/membrane/envelope biogenesis,NONE,NONE
1a2o_A_cavity_1,9,3.477,0.3863,5,0,1,2,1,0,Chemotaxis response regulator protein-glutamate methylesterase,NONE,P04042,NONE,NONE,NONE
3hcc_A_cavity_1,12,4.633,0.3861,5,1,3,2,1,0,Phenylethanolamine N-methyltransferase,NONE,P11086,Involved in methyltransferase activity,NONE,NONE
2ri0_B_cavity_1,10,3.861,0.3861,5,2,2,0,1,0,Glucosamine-6-phosphate deaminase,NONE,Q8DV70,NONE,NONE,NONE
1jyv_D_cavity_2,10,3.859,0.3859,4,1,2,3,0,0,Beta-galactosidase,NONE,P00722,Carbohydrate transport and metabolism,NONE,For the symptomatic relief of patients with interstitial cystitis.
1d8w_C_cavity_1,9,3.472,0.3857,3,1,3,1,1,0,L-rhamnose isomerase,NONE,P32170,Involved in L-rhamnose isomerase activity,NONE,NONE
2pzd_B_cavity_1,10,3.855,0.3855,7,1,2,0,0,0,"Serine protease HTRA2, mitochondrial",HYDROLASE,HTRA2_HUMAN,"Serine protease that shows proteolytic activity against a non-specific substrate beta-casein. Promotes or induces cell death either by direct binding to and inhibition of BIRC proteins (also called inhibitor of apoptosis proteins, IAPs), leading to an inc","Defects in HTRA2 are the cause of Parkinson disease type 13 (PARK13) [MIM:610297, 168600]. Parkinson disease (PD) is a complex, multifactorial disorder that typically manifests after the age of 50 years, although early-onset cases (before 50 years) are known. PD generally arises as a sporadic condition but is occasionally inherited as a simple mendelian trait. Although sporadic and familial PD are very similar, inherited forms of the disease usually begin at earlier ages and are associated with atypical clinical features. PD is characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain.",NONE
2cj9_A_cavity_2,9,3.467,0.3853,6,0,3,0,0,0,Type-2 seryl-tRNA synthetase,NONE,Q46AN5,NONE,NONE,NONE
3cu7_A_cavity_1,9,3.466,0.3851,5,1,2,1,0,0,Complement C5,NONE,P01031,Involved in endopeptidase inhibitor activity,NONE,For the treatment of patients with paroxysmal nocturnal hemoglobinuria (PNH) to reduce hemolysis.
1fg9_E_cavity_1,13,4.995,0.3842,5,2,3,3,0,0,Interferon-gamma receptor alpha chain,IMMUNE SYSTEM,INGR1_HUMAN,Receptor for interferon gamma. Two receptors bind one interferon gamma dimer.,"Defects in IFNGR1 are a cause of mendelian susceptibility to mycobacterial disease (MSMD) [MIM:209950]; also known as familial disseminated atypical mycobacterial infection. This rare condition confers predisposition to illness caused by moderately virulent mycobacterial species, such as Bacillus Calmette-Guerin (BCG) vaccine and environmental non-tuberculous mycobacteria, and by the more virulent Mycobacterium tuberculosis. Other microorganisms rarely cause severe clinical disease in individuals with susceptibility to mycobacterial infections, with the exception of Salmonella which infects less than 50% of these individuals. The pathogenic mechanism underlying MSMD is the impairment of interferon-gamma mediated immunity whose severity determines the clinical outcome. Some patients die of overwhelming mycobacterial disease with lepromatous-like lesions in early childhood, whereas others develop, later in life, disseminated but curable infections with tuberculoid granulomas. MSMD is a genetically heterogeneous disease with autosomal recessive, autosomal dominant or X-linked inheritance.",NONE
1u8w_B_cavity_1,11,4.227,0.3842,4,2,1,2,2,0,Nucleoside diphosphate kinase 1,NONE,P39207,NONE,NONE,NONE
2fv7_B_cavity_1,14,5.373,0.3838,5,2,2,4,1,0,Ribokinase,NONE,Q9H477,NONE,NONE,NONE
1iyn_A_cavity_1,18,6.905,0.3836,5,2,2,0,9,0,Stromal ascorbate peroxidase,NONE,Q8LNY5,Involved in peroxidase activity,NONE,NONE
2qn5_B_cavity_1,9,3.453,0.3836,5,1,2,1,0,0,Cationic trypsin,NONE,P00760,Involved in protease activity,NONE,For the symptomatic relief of patients with interstitial cystitis.
2hsn_A_cavity_1,11,4.218,0.3834,11,0,0,0,0,0,"Methionyl-tRNA synthetase, cytoplasmic",NONE,P00958,NONE,NONE,NONE
1r30_B_cavity_1,9,3.451,0.3834,5,1,2,1,0,0,Biotin synthase,NONE,P12996,Coenzyme transport and metabolism,NONE,NONE
2cqb_A_cavity_1,9,3.449,0.3833,6,1,2,0,0,0,Peptidyl-prolyl cis-trans isomerase E,NONE,Q9UNP9,NONE,NONE,NONE
2r46_B_cavity_3,9,3.449,0.3832,5,1,2,1,0,0,Aerobic glycerol-3-phosphate dehydrogenase,NONE,P13035,NONE,NONE,NONE
2d0g_A_cavity_1,9,3.448,0.3831,4,1,2,0,2,0,Neopullulanase 1,NONE,Q60053,Carbohydrate transport and metabolism,NONE,NONE
1fxk_C_cavity_1,11,4.213,0.383,8,2,1,0,0,0,Prefoldin subunit beta,NONE,O26774,NONE,NONE,NONE
2oca_A_cavity_1,12,4.591,0.3826,5,2,2,1,2,0,ATP-dependent DNA helicase uvsW,NONE,P20703,NONE,NONE,NONE
2ron_A_cavity_3,9,3.444,0.3826,4,1,2,2,0,0,Surfactin synthetase thioesterase subunit,NONE,Q08788,NONE,NONE,NONE
1msw_D_cavity_6,10,3.825,0.3825,7,1,1,1,0,0,DNA-directed RNA polymerase,NONE,P00573,NONE,NONE,NONE
1yag_A_cavity_1,9,3.443,0.3825,5,1,2,0,1,0,Gelsolin,CONTRACTILE PROTEIN,GELS_HUMAN,"Calcium-regulated, actin-modulating protein that binds to the plus (or barbed) ends of actin monomers or filaments, preventing monomer exchange (end-blocking or capping). It can promote the assembly of monomers into filaments (nucleation) as well as sever","Defects in GSN are the cause of amyloidosis type 5 (AMYL5) [MIM:105120]; also known as familial amyloidosis Finnish type. AMYL5 is a hereditary generalized amyloidosis due to gelsolin amyloid deposition. It is typically characterized by cranial neuropathy and lattice corneal dystrophy. Most patients have modest involvement of internal organs, but severe systemic disease can develop in some individuals causing peripheral polyneuropathy, amyloid cardiomyopathy, and nephrotic syndrome leading to renal failure.",NONE
1gtu_C_cavity_1,9,3.442,0.3825,5,1,2,0,1,0,Glutathione S-transferase Mu 1,TRANSFERASE,GSTM1_HUMAN,Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles.,NONE,NONE
2cmw_A_cavity_3,13,4.972,0.3824,4,2,2,5,0,0,Casein kinase I isoform gamma-1,TRANSFERASE,KC1G1_HUMAN,Casein kinases are operationally defined by their preferential utilization of acidic proteins such as caseins as substrates. It can phosphorylate a large number of proteins. Participates in Wnt signaling (By similarity).,NONE,NONE
1tuw_A_cavity_1,10,3.824,0.3824,6,1,2,0,1,0,Tetracenomycin polyketide synthesis protein tcmI,NONE,P39890,NONE,NONE,NONE
1u3i_A_cavity_1,11,4.204,0.3822,8,1,1,1,0,0,Glutathione S-transferase class-mu 28 kDa isozyme,NONE,P09792,NONE,NONE,NONE
3bes_R_cavity_1,13,4.967,0.3821,5,2,3,3,0,0,Interferon gamma,NONE,P01579,Involved in interferon-gamma receptor binding,NONE,For the treatment of hypercholesterolemia.
2csn_A_cavity_1,13,4.966,0.382,4,1,4,4,0,0,Casein kinase I homolog 1,NONE,P40233,Involved in protein kinase activity,NONE,NONE
2glu_B_cavity_1,21,8.02,0.3819,7,4,2,1,7,0,Uncharacterized methyltransferase ycgJ,NONE,O31474,NONE,NONE,NONE
1fiy_A_cavity_4,10,3.819,0.3819,5,1,0,1,3,0,Phosphoenolpyruvate carboxylase,NONE,P00864,Energy production and conversion,NONE,NONE
2oqc_A_cavity_1,13,4.962,0.3817,6,3,1,1,2,0,Uncharacterized protein yxeI,NONE,P54948,NONE,NONE,NONE
2q8k_A_cavity_2,14,5.34,0.3814,7,1,2,0,4,0,Proliferation-associated protein 2G4,NONE,Q9UQ80,NONE,NONE,NONE
1qht_A_cavity_4,9,3.432,0.3813,5,0,3,1,0,0,DNA polymerase,NONE,Q56366,NONE,NONE,NONE
1sc7_A_cavity_5,10,3.812,0.3812,7,0,2,1,0,0,DNA topoisomerase 1,ISOMERASE/DNA,TOP1_HUMAN,The reaction catalyzed by topoisomerases leads to the conversion of one topological isomer of DNA to another.,A chromosomal aberration involving TOP1 is found in a form of therapy-related myelodysplastic syndrome. Translocation t(11;20)(p15;q11) with NUP98.,Bone tumor;Melanoma;Chronic myelocytic leukemia;Lymphoma;Breast tumor;Uterus tumor;Head and neck tumor;Brain tumor;Neoplasm;Ovary tumor;Prostate tumor;Pancreas tumor;Myeloproliferative disorder;HIV infection;Renal tumor;Solid tumor;Psoriasis;Bladder tumor;Esophageal disease;Small-cell lung cancer;Glioma;Cancer;Non-small-cell lung cancer;Colon tumor;Fungal infection;Lung tumor;Colorectal tumor;Uterine cervix tumor;Carcinoma;Leukemia;Xerostomia;Stomach tumor;Non-Hodgkin lymphoma;Myelodysplastic syndrome
1z1s_A_cavity_1,12,4.573,0.3811,8,1,1,1,1,0,Uncharacterized phzA/B-like protein PA3332,NONE,Q9HYR3,NONE,NONE,NONE
1nee_A_cavity_1,9,3.428,0.3809,5,2,1,0,1,0,Translation initiation factor 2 subunit beta,NONE,O27797,NONE,NONE,NONE
1w2y_A_cavity_1,13,4.95,0.3808,6,2,3,2,0,0,DUTPase,NONE,Q0P8G4,NONE,NONE,NONE
2r7k_A_cavity_2,9,3.424,0.3804,5,1,2,1,0,0,5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5-monophosphate synthetase,NONE,Q57600,NONE,NONE,NONE
3dbm_A_cavity_1,30,11.41,0.3802,12,3,6,7,2,0,Allene oxide synthase,NONE,Q40778,NONE,NONE,NONE
3ffc_E_cavity_1,11,4.181,0.3801,5,2,2,2,0,0,"HLA class I histocompatibility antigen, B-8 alpha chain",NONE,P30460,NONE,NONE,NONE
1lq8_A_cavity_1,11,4.181,0.3801,9,0,2,0,0,0,Plasma serine protease inhibitor,BLOOD CLOTTING,IPSP_HUMAN,Inhibits activated protein C as well as plasminogen activators.,NONE,NONE
2qnj_A_cavity_1,11,4.18,0.38,6,0,3,2,0,0,MAP/microtubule affinity-regulating kinase 3,NONE,P27448,NONE,NONE,NONE
1urj_B_cavity_2,13,4.939,0.3799,5,2,3,3,0,0,Major DNA-binding protein,NONE,P04296,NONE,NONE,NONE
1qqj_A_cavity_2,12,4.559,0.3799,8,1,1,1,1,0,Fumarylacetoacetase,NONE,P35505,"Secondary metabolites biosynthesis, transport and catabolism",NONE,NONE
2gez_C_cavity_1,9,3.419,0.3799,4,1,3,1,0,0,Isoaspartyl peptidase/L-asparaginase,NONE,Q9ZSD6,NONE,NONE,NONE
3bh6_B_cavity_1,10,3.798,0.3798,5,2,2,1,0,0,ADP-ribosylation factor-like protein 3,NONE,Q9WUL7,Involved in GTP binding,NONE,NONE
3fk4_B_cavity_1,10,3.795,0.3795,6,1,2,0,1,0,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase",NONE,Q819E8,NONE,NONE,NONE
1ee9_A_cavity_1,13,4.929,0.3792,9,2,1,1,0,0,Methylenetetrahydrofolate dehydrogenase [NAD+],NONE,Q02046,Involved in catalytic activity,NONE,NONE
2qk4_A_cavity_3,9,3.413,0.3792,6,1,2,0,0,0,Trifunctional purine biosynthetic protein adenosine-3,LIGASE,PUR2_HUMAN,NONE,NONE,Head and neck tumor;Carcinoma;Melanoma;Cancer;Sarcoma;Non-small-cell lung cancer;Breast tumor
1zun_B_cavity_4,11,4.171,0.3791,9,1,0,0,1,0,Sulfate adenylyltransferase subunit 2,NONE,Q87WW0,NONE,NONE,NONE
2r56_H_cavity_1,9,3.412,0.3791,5,1,2,1,0,0,Beta-lactoglobulin,NONE,P02754,Involved in retinoid binding,NONE,NONE
3f8u_B_cavity_1,9,3.409,0.3788,5,0,3,1,0,0,Protein disulfide-isomerase A3,NONE,P30101,NONE,NONE,NONE
2e2l_E_cavity_1,40,15.15,0.3787,22,2,7,9,0,0,Formamidase,NONE,O25836,NONE,NONE,NONE
2ci0_A_cavity_1,11,4.165,0.3786,9,0,1,0,1,0,Cytochrome P450 51,OXIDOREDUCTASE,CP51_MYCTU,"Its precise biological substrate is not known. Catalyzes C14-demethylation of lanosterol, 24,25-dihydrolanosterol and obtusifoliol which is critical for ergosterol biosynthesis. It transforms lanosterol into 4,4-dimethyl cholesta-8,14,24-triene- 3-beta-o",NONE,NONE
1vaj_A_cavity_1,11,4.164,0.3786,5,1,1,3,1,0,Protein PH0010,NONE,O57770,NONE,NONE,NONE
2euf_A_cavity_1,9,3.406,0.3785,5,0,3,1,0,0,Cell division protein kinase 6,CELL CYCLE/TRANSFERASE,CDK6_HUMAN,Probably involved in the control of the cell cycle. Interacts with D-type G1 cyclins.,NONE,NONE
1g87_B_cavity_1,13,4.914,0.378,5,1,3,2,2,0,Endoglucanase G,NONE,P37700,Involved in endoglucanase activity,NONE,NONE
2arf_A_cavity_2,18,6.8,0.3778,10,1,2,5,0,0,Copper-transporting ATPase 2,NONE,P35670,NONE,NONE,NONE
2oad_B_cavity_1,10,3.778,0.3778,4,3,1,0,2,0,Glutathione S-transferase P 1,NONE,P19157,Involved in glutathione transferase activity,NONE,NONE
1tez_B_cavity_1,10,3.778,0.3778,4,2,3,1,0,0,Deoxyribodipyrimidine photo-lyase,NONE,P05327,Involved in DNA photolyase activity,NONE,NONE
2d7r_A_cavity_2,30,11.34,0.3778,12,6,3,3,6,0,Polypeptide N-acetylgalactosaminyltransferase 10,NONE,Q86SR1,NONE,NONE,NONE
1u0a_D_cavity_1,11,4.155,0.3777,5,2,2,1,1,0,Beta-glucanase,NONE,P23904,Carbohydrate transport and metabolism,NONE,NONE
1xgn_A_cavity_1,9,3.4,0.3777,5,1,2,0,1,0,Methionine aminopeptidase,AMINOPEPTIDASE,AMPM_PYRFU,Removes the amino-terminal methionine from nascent proteins.,NONE,Cancer
1mro_D_cavity_1,13,4.909,0.3776,10,2,1,0,0,0,Methyl-coenzyme M reductase I subunit alpha,NONE,P11558,NONE,NONE,NONE
1q38_A_cavity_1,12,4.531,0.3776,6,3,1,0,2,0,Fibronectin,NONE,P02751,Involved in collagen binding,NONE,"For management of acute myocardial infarction, acute ischemic strok and for lysis of acute pulmonary emboli"
2agv_A_cavity_2,10,3.776,0.3776,9,0,1,0,0,0,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,NONE,P04191,Inorganic ion transport and metabolism,NONE,NONE
1g2p_A_cavity_1,9,3.398,0.3776,5,2,1,1,0,0,Adenine phosphoribosyltransferase 1,NONE,P49435,NONE,NONE,NONE
1w7i_B_cavity_1,11,4.153,0.3775,10,0,1,0,0,0,Myosin-Va,NONE,Q02440,NONE,NONE,NONE
2uxw_A_cavity_4,11,4.15,0.3773,9,1,1,0,0,0,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",NONE,P49748,NONE,NONE,NONE
1wpx_A_cavity_1,9,3.395,0.3773,6,1,2,0,0,0,Carboxypeptidase Y,NONE,P00729,NONE,NONE,NONE
2q28_B_cavity_1,18,6.79,0.3772,5,3,4,6,0,0,Probable oxalyl-CoA decarboxylase,NONE,P0AFI0,NONE,NONE,NONE
3e2f_B_cavity_1,10,3.771,0.3771,4,2,2,2,0,0,Kynurenine--oxoglutarate transaminase 3,NONE,Q71RI9,NONE,NONE,NONE
2gcu_A_cavity_1,9,3.391,0.3768,5,1,2,0,1,0,"Hydroxyacylglutathione hydrolase 3, mitochondrial",NONE,Q9C8L4,NONE,NONE,NONE
1hc1_E_cavity_1,11,4.144,0.3767,7,1,1,1,1,0,Hemocyanin A chain,NONE,P04254,NONE,NONE,NONE
1qh4_C_cavity_2,15,5.646,0.3764,5,4,2,1,3,0,Creatine kinase B-type,NONE,P05122,Involved in kinase activity,NONE,NONE
1ydo_A_cavity_1,9,3.385,0.3761,4,2,1,1,1,0,Hydroxymethylglutaryl-CoA lyase yngG,NONE,O34873,NONE,NONE,NONE
2bjf_A_cavity_1,12,4.511,0.376,7,0,3,2,0,0,Choloylglycine hydrolase,NONE,P54965,Cell wall/membrane/envelope biogenesis,NONE,NONE
2okk_A_cavity_2,12,4.51,0.3758,6,1,3,1,1,0,Glutamate decarboxylase 2,NONE,Q05329,NONE,NONE,NONE
2o1x_B_cavity_1,26,9.765,0.3756,8,5,4,3,6,0,1-deoxy-D-xylulose-5-phosphate synthase,NONE,Q9RUB5,NONE,NONE,NONE
2cfc_B_cavity_1,12,4.507,0.3756,6,3,2,1,0,0,2-(R)-hydroxypropyl-CoM dehydrogenase,NONE,Q56840,NONE,NONE,NONE
2a2f_X_cavity_1,10,3.756,0.3756,8,1,1,0,0,0,Exocyst complex component 6,NONE,Q9VDE6,NONE,NONE,NONE
2agm_A_cavity_1,10,3.756,0.3756,7,1,2,0,0,0,Poly(beta-D-mannuronate) C5 epimerase 4,NONE,Q44493,NONE,NONE,NONE
2w2c_M_cavity_1,9,3.381,0.3756,5,1,2,1,0,0,Calcium/calmodulin-dependent protein kinase type II delta chain,NONE,Q13557,NONE,NONE,NONE
3bsz_H_cavity_1,9,3.379,0.3755,5,2,1,1,0,0,Transthyretin,NONE,P02766,Involved in steroid binding,NONE,Used in the treatment of prostate cancer. Previously used in the prevention of miscarriage or premature delivery in pregnant women prone to miscarriage or premature delivery.
2edi_A_cavity_1,9,3.379,0.3754,5,0,3,0,1,0,NEDD8-conjugating enzyme UBE2F,NONE,Q969M7,NONE,NONE,NONE
2ce8_D_cavity_1,10,3.753,0.3753,4,1,3,2,0,0,Transducin-like enhancer protein 1,NONE,Q04724,NONE,NONE,NONE
1vi9_A_cavity_2,11,4.125,0.375,5,1,3,1,1,0,Pyridoxamine kinase,NONE,P77150,Coenzyme transport and metabolism,NONE,NONE
1dxl_B_cavity_1,11,4.124,0.3749,8,0,2,1,0,0,"Dihydrolipoyl dehydrogenase, mitochondrial",NONE,P31023,Involved in oxidoreductase activity,NONE,NONE
2o2k_A_cavity_2,11,4.12,0.3746,5,1,3,1,1,0,Methionine synthase,TRANSFERASE,METH_HUMAN,"Catalyzes the transfer of a methyl group from methyl- cobalamin to homocysteine, yielding enzyme-bound cob(I)alamin and methionine. Subsequently, remethylates the cofactor using methyltetrahydrofolate (By similarity).","Defects in MTR are the cause of methylcobalamin deficiency type G (cblG) [MIM:250940]; also known as homocystinuria-megaloblastic anemia complementation type G. It is an autosomal recessive inherited disease that causes mental retardation, macrocytic anemia, and homocystinuria. Mild deficiency in MS activity could be associated with mild hyperhomocysteinemia, a risk factor for cardiovascular disease and possibly neural tube defects. MS mutations could also be involved in tumorigenesis.;Defects in MTR may be a cause of susceptibility to folate-sensitive neural tube defects (folate-sensitive NTD) [MIM:601634]. The most common NTDs are open spina bifida (myelomeningocele) and anencephaly. Genetic defects in MTR may affect the risk of spina bifida via the maternal rather than the embryonic genotype.",Fungal infection
3fm3_B_cavity_1,10,3.744,0.3744,3,1,2,2,2,0,Methionine aminopeptidase 2,NONE,Q8SR45,NONE,NONE,NONE
1z5l_C_cavity_4,10,3.744,0.3744,7,1,1,1,0,0,T-cell surface glycoprotein CD1d1,NONE,P11609,Not known,NONE,NONE
2zjs_Y_cavity_5,10,3.742,0.3742,7,0,3,0,0,0,Preprotein translocase subunit secE,NONE,P38383,NONE,NONE,NONE
2a3f_X_cavity_1,13,4.861,0.3739,9,1,1,1,1,0,Nitrophorin-2,NONE,Q26241,Involved in binding,NONE,NONE
1w27_A_cavity_2,13,4.858,0.3737,8,2,1,1,1,0,Phenylalanine ammonia-lyase 1,NONE,P24481,Amino acid transport and metabolism,NONE,NONE
2w2j_A_cavity_1,13,4.856,0.3736,4,3,2,1,3,0,Carbonic anhydrase-related protein,NONE,P35219,NONE,NONE,NONE
1qs1_D_cavity_2,18,6.723,0.3735,5,2,2,9,0,0,Vip2Ac,NONE,Q844J9,NONE,NONE,NONE
3c0k_B_cavity_2,10,3.733,0.3733,7,0,1,1,1,0,Ribosomal RNA large subunit methyltransferase I,NONE,P75876,NONE,NONE,NONE
1evy_A_cavity_1,10,3.732,0.3732,7,1,2,0,0,0,"Glycerol-3-phosphate dehydrogenase [NAD+], glycosomal",NONE,P90551,Involved in oxidoreductase activity,NONE,NONE
2h2w_A_cavity_1,17,6.342,0.3731,5,1,3,7,1,0,Homoserine O-succinyltransferase,NONE,Q9WZY3,NONE,NONE,NONE
1vcg_A_cavity_1,12,4.476,0.373,4,5,1,0,2,0,Isopentenyl-diphosphate delta-isomerase,NONE,Q746I8,Involved in oxidoreductase activity,NONE,NONE
1nye_A_cavity_1,14,5.219,0.3728,14,0,0,0,0,0,Peroxiredoxin osmC,NONE,P0C0L2,NONE,NONE,NONE
3dwn_B_cavity_2,10,3.727,0.3727,9,0,1,0,0,0,Long-chain fatty acid transport protein,NONE,P10384,Lipid transport and metabolism,NONE,NONE
1dyp_A_cavity_1,20,7.445,0.3723,10,4,3,1,2,0,Kappa-carrageenase,NONE,P43478,NONE,NONE,NONE
1ydu_A_cavity_1,12,4.465,0.3721,6,2,2,0,2,0,Uncharacterized protein At5g01610,NONE,Q9M015,NONE,NONE,NONE
1wh6_A_cavity_1,10,3.718,0.3718,6,2,2,0,0,0,Homeobox protein cut-like 2,NONE,O14529,NONE,NONE,NONE
1jmy_A_cavity_1,13,4.828,0.3713,11,1,0,1,0,0,Bile salt-activated lipase,HYDROLASE,CEL_HUMAN,Catalyzes fat and vitamin absorption. Acts in concert with pancreatic lipase and colipase for the complete digestion of dietary triglycerides.,"Defects in CEL are a cause of maturity-onset diabetes of the young type 8 with exocrine dysfunction (MODY8) [MIM:609812]; also known as diabetes and pancreatic exocrine dysfunction (DPED). MODY [MIM:606391] is an autosomal dominant form of diabetes mellitus. The pancreas serves both endocrine and exocrine functions. The endocrine cells are found in the islets of Langerhans. They synthesize insulin and other hormones, and are involved in the pathogenesis of diabetes mellitus. The exocrine cells produce bicarbonate and digestive enzymes and are involved in the pathogenesis of pancreatic malabsorption. The localization of the islets within exocrine pancreatic tissue is suggestive of an interdependency and cross-talk between these two cell populations in their normal and in their abnormal function.",Hyperlipidemia;Hypercholesterolemia
1qlm_A_cavity_1,12,4.454,0.3712,8,0,2,2,0,0,Methenyltetrahydromethanopterin cyclohydrolase,NONE,P94954,NONE,NONE,NONE
2i9b_G_cavity_1,11,4.078,0.3707,5,2,2,2,0,0,Urokinase-type plasminogen activator,HYDROLASE,UROK_HUMAN,Specifically cleave the zymogen plasminogen to form the active enzyme plasmin.,NONE,Angiogenesis disorder;Ulcer;Cancer;Lung embolism;Restenosis;Metastasis;Skin ulcer;Cardiovascular disease
3f4m_A_cavity_1,12,4.448,0.3706,11,0,0,0,1,0,"Tumor necrosis factor, alpha-induced protein 8-like protein 2",NONE,Q6P589,NONE,NONE,NONE
2ys5_A_cavity_1,28,10.37,0.3705,10,3,6,9,0,0,ALK tyrosine kinase receptor,SIGNALING PROTEIN,ALK_HUMAN,Orphan receptor with a tyrosine-protein kinase activity. Appears to play an important role in the normal development and function of the nervous system. Phosphorylates almost exclusively at the first tyrosine of the Y-x-x-x-Y-Y motif.,A chromosomal aberration involving ALK is found in a form of non-Hodgkin lymphoma. Translocation t(2;5)(p23;q35) with NPM1. The resulting chimeric NPM1-ALK protein homodimerize and the kinase becomes constitutively activated. The constitutively active fusion proteins are responsible for 5-10% of non-Hodgkin lymphomas.;A chromosomal aberration involving ALK is associated with inflammatory myofibroblastic tumors (IMTs). Translocation t(2;11)(p23;p15) with CARS; translocation t(2;4)(p23;q21) with SEC31A.;A chromosomal aberration involving ALK is associated with anaplastic large-cell lymphoma (ALCL). Translocation t(2;17)(p23;q25) with ALO17.,Anaplastic large cell lymphoma
1nu5_A_cavity_1,11,4.074,0.3704,6,2,2,0,1,0,Chloromuconate cycloisomerase,NONE,P27099,NONE,NONE,NONE
1ash_A_cavity_1,10,3.704,0.3704,5,2,1,0,2,0,Extracellular globin,NONE,P28316,NONE,NONE,NONE
1tuy_B_cavity_1,13,4.813,0.3702,11,1,0,1,0,0,Acetate kinase,NONE,P38502,Involved in kinase activity,NONE,NONE
2zm0_A_cavity_1,14,5.182,0.3701,7,1,3,1,2,0,6-aminohexanoate-dimer hydrolase,NONE,P07061,NONE,NONE,NONE
1lfo_A_cavity_1,11,4.071,0.3701,9,1,1,0,0,0,"Fatty acid-binding protein, liver",NONE,P02692,Involved in fatty acid binding,NONE,NONE
1kyq_B_cavity_1,11,4.069,0.3699,9,1,1,0,0,0,Siroheme biosynthesis protein MET8,NONE,P15807,Coenzyme transport and metabolism,NONE,NONE
1dmh_A_cavity_3,10,3.698,0.3698,6,1,1,2,0,0,"Catechol 1,2-dioxygenase",NONE,P07773,"Secondary metabolites biosynthesis, transport and catabolism",NONE,NONE
1qhu_A_cavity_1,13,4.803,0.3695,8,0,3,0,2,0,Hemopexin,NONE,P20058,Involved in catalytic activity,NONE,NONE
2ix5_D_cavity_1,11,4.064,0.3695,6,1,2,2,0,0,"Acyl-coenzyme A oxidase 4, peroxisomal",NONE,Q96329,NONE,NONE,NONE
1esd_A_cavity_1,10,3.695,0.3695,7,0,2,0,1,0,Esterase,NONE,P22266,Involved in hydrolase activity,NONE,NONE
2ds2_D_cavity_1,11,4.063,0.3693,8,2,1,0,0,0,Sweet protein mabinlin-2,NONE,P30233,NONE,NONE,NONE
2go8_A_cavity_1,11,4.062,0.3693,9,1,1,0,0,0,Uncharacterized protein yqjZ,NONE,P54563,NONE,NONE,NONE
1shz_A_cavity_1,13,4.798,0.3691,9,3,1,0,0,0,Rho guanine nucleotide exchange factor 1,SIGNALING PROTEIN,ARHG1_HUMAN,"Seems to play a role in the regulation of RhoA GTPase by guanine nucleotide-binding alpha-12 (GNA12) and alpha-13 (GNA13) subunits. Acts as GTPase-activating protein (GAP) for GNA12 and GNA13, and as guanine nucleotide exchange factor (GEF) for RhoA GTPas",NONE,NONE
2ea1_A_cavity_2,23,8.473,0.3684,10,4,2,1,6,0,Ribonuclease I,NONE,P21338,NONE,NONE,NONE
1h55_A_cavity_1,11,4.048,0.368,5,1,2,0,3,0,Peroxidase C1A,NONE,P00433,Involved in peroxidase activity,NONE,NONE
1un8_A_cavity_1,12,4.415,0.3679,11,0,1,0,0,0,Dihydroxyacetone kinase,NONE,P45510,Carbohydrate transport and metabolism,NONE,NONE
