From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
P0A8U6,P0A8U6,reviewed,METJ_ECOLI,Met repressor (Met regulon regulatory protein MetJ),metJ b3938 JW3909,Escherichia coli (strain K12),105
ST1E1_HUMAN,P49888,reviewed,ST1E1_HUMAN,"Sulfotransferase 1E1 (ST1E1) (EC 2.8.2.4) (EST-1) (Estrogen sulfotransferase) (Sulfotransferase, estrogen-preferring)",SULT1E1 STE,Homo sapiens (Human),294
P0AEG4,P0AEG4,reviewed,DSBA_ECOLI,Thiol:disulfide interchange protein DsbA,dsbA dsf ppfA b3860 JW3832,Escherichia coli (strain K12),208
CLK1_HUMAN,P49759,reviewed,CLK1_HUMAN,Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1),CLK1 CLK,Homo sapiens (Human),484
Q90125,Q90125,reviewed,CAPSD_GMDNV,Capsid protein VP1 (Coat protein VP1) (Structural protein VP1),VP,Galleria mellonella densovirus (GmDNV),811
P23921,P23921,reviewed,RIR1_HUMAN,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),RRM1 RR1,Homo sapiens (Human),792
P45446,P45446,reviewed,RORB_RAT,Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta),Rorb Nr1f2 Rzrb,Rattus norvegicus (Rat),470
P38968,P38968,reviewed,SEC31_YEAST,Protein transport protein SEC31 (Protein WEB1),SEC31 WEB1 YDL195W D1229,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1273
RAN_HUMAN,P62826,reviewed,RAN_HUMAN,GTP-binding nuclear protein Ran (EC 3.6.5.-) (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),RAN ARA24 OK/SW-cl.81,Homo sapiens (Human),216
Q9T0N8,Q9T0N8,reviewed,CKX1_MAIZE,Cytokinin dehydrogenase 1 (EC 1.5.99.12) (Cytokinin oxidase 1) (CKO 1) (COX 1) (ZmCKX1),CKX1,Zea mays (Maize),534
P23110,P23110,reviewed,2SS8_HELAN,Albumin-8 (Methionine-rich 2S protein) (SFA8),,Helianthus annuus (Common sunflower),141
Q9Y3B4,Q9Y3B4,reviewed,SF3B6_HUMAN,"Splicing factor 3B subunit 6 (Pre-mRNA branch site protein p14) (SF3b 14 kDa subunit) (SF3B14a) (Spliceosome-associated protein, 14-kDa) (Splicing factor 3b, subunit 6, 14kDa)",SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006,Homo sapiens (Human),125
P40225,P40225,reviewed,TPO_HUMAN,Thrombopoietin (C-mpl ligand) (ML) (Megakaryocyte colony-stimulating factor) (Megakaryocyte growth and development factor) (MGDF) (Myeloproliferative leukemia virus oncogene ligand),THPO MGDF,Homo sapiens (Human),353
P03599,P03599,reviewed,POL2_CPMVS,"RNA2 polyprotein (Genome polyprotein M) (M RNA polyprotein) (Middle component RNA polyprotein) (P2) [Cleaved into: VP58 (P58); Movement protein (MP) (48 kDa protein); Large capsid protein (LCP) (Coat protein VP37) (L subunit) (Large coat protein); Small capsid protein precursor (S subunit); Mature small capsid protein (SCP) (Coat protein VP23) (Small capsid protein, N-terminus part) (Small coat protein, N-terminus part); Small capsid protein C-terminus part (Small coat protein C-terminus part)]",,Cowpea mosaic virus (strain SB) (CPMV),1046
P08179,P08179,reviewed,PUR3_ECOLI,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART),purN b2500 JW2485,Escherichia coli (strain K12),212
Q9ZFV5,Q9ZFV5,reviewed,EUTQ_SALTY,Acetate kinase EutQ (EC 2.7.2.1) (Ethanolamine utilization protein EutQ),eutQ STM2468,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),229
P06148,P06148,reviewed,HBF1_URECA,Hemoglobin F-I,,Urechis caupo (Innkeeper worm) (Spoonworm),142
P01904,P01904,reviewed,HA21_MOUSE,"H-2 class II histocompatibility antigen, E-D alpha chain (H2-IE-alpha)",H2-Ea,Mus musculus (Mouse),255
O88093,O88093,reviewed,HBP_ECOLX,Hemoglobin-binding protease hbp autotransporter (EC 3.4.21.-) [Cleaved into: Hemoglobin-binding protease hbp; Hemoglobin-binding protease hbp translocator (Helper peptide)],hbp,Escherichia coli,1377
P37352,P37352,reviewed,HPCE_ECOLX,"Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase [Includes: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) (EC 5.3.3.10) (5-carboxymethyl-2-hydroxymuconate Delta-isomerase); 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase (EC 4.1.1.68) (5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase) (OPET decarboxylase)]",hpcE,Escherichia coli,427
P0A8X2,P0A8X2,reviewed,YCEI_ECOLI,Protein YceI,yceI b1056 JW1043,Escherichia coli (strain K12),191
PH4H_HUMAN,P00439,reviewed,PH4H_HUMAN,Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase),PAH,Homo sapiens (Human),452
Q60049,Q60049,reviewed,NOX_THET8,NADH dehydrogenase (EC 7.1.1.2) (H(2)O(2)-forming NADH oxidase) (NADH:oxygen oxidoreductase),nox TTHA0425,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),205
Q15811,Q15811,reviewed,ITSN1_HUMAN,Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17),ITSN1 ITSN SH3D1A,Homo sapiens (Human),1721
ESR1_HUMAN,P03372,reviewed,ESR1_HUMAN,Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1),ESR1 ESR NR3A1,Homo sapiens (Human),595
Q93113,Q93113,reviewed,GST1D_ANOGA,"Glutathione S-transferase 1, isoform D (EC 2.5.1.18) (EC 4.5.1.1) (AgGst1-alpha) (Aggst1-1) (Aggst1-6) (Aggst2-1) (DDT-dehydrochlorinase) (GST class-theta)",GstD1 GST1a AGAP004164,Anopheles gambiae (African malaria mosquito),209
P28793,P28793,reviewed,FADB_PSEFR,Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],fadB faoA,Pseudomonas fragi,715
O44342,O44342,reviewed,WBL_DROME,Protein windbeutel (Erp29 homolog),wbl wind CG7225,Drosophila melanogaster (Fruit fly),257
P02592,P02592,reviewed,AEQ2_AEQVI,Aequorin-2,,Aequorea victoria (Water jellyfish) (Mesonema victoria),196
P38561,P38561,reviewed,GLNA3_MAIZE,Glutamine synthetase root isozyme 3 (EC 6.3.1.2) (GS112) (Glutamate--ammonia ligase),GLN4 GS1-3,Zea mays (Maize),356
P01053,P01053,reviewed,ICI2_HORVU,Subtilisin-chymotrypsin inhibitor-2A (CI-2A),,Hordeum vulgare (Barley),84
P56129,P56129,reviewed,DCDA_HELPY,Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20),lysA HP_0290,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),405
MTG8_HUMAN,Q06455,reviewed,MTG8_HUMAN,Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2),RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2,Homo sapiens (Human),604
P03714,P03714,reviewed,FII_LAMBD,Head-tail connector protein FII (Head-tail joining protein) (Minor capsid protein FII),FII lambdap10,Escherichia phage lambda (Bacteriophage lambda),117
O34714,O34714,reviewed,OXDC_BACSU,Oxalate decarboxylase OxdC (EC 4.1.1.2),oxdC yvrK BSU33240,Bacillus subtilis (strain 168),385
P61864,P0CH08,reviewed,RL40A_YEAST,Ubiquitin-ribosomal protein eL40A fusion protein [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40A (60S ribosomal protein L40-A) (CEP52)],RPL40A UBI1 YIL148W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),128
P61864,P0CG63,reviewed,UBI4P_YEAST,Polyubiquitin [Cleaved into: Ubiquitin],UBI4 SCD2 YLL039C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),381
P61864,P05759,reviewed,RS31_YEAST,Ubiquitin-ribosomal protein eS31 fusion protein [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S31) (CEP76) (S37) (YS24)],RPS31 RPS37 UBI3 YLR167W L9470.14,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),152
P61864,P0CH09,reviewed,RL40B_YEAST,Ubiquitin-ribosomal protein eL40B fusion protein [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40B (60S ribosomal protein L40-B) (CEP52)],RPL40B UBI2 YKR094C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),128
Q9JZW6,Q9JZW6,reviewed,PANB_NEIMB,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT),panB NMB0870,Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58),263
P38993,P38993,reviewed,FET3_YEAST,Iron transport multicopper oxidase FET3 (EC 1.16.3.1) (Cuproxidase FET3) (EC 1.16.3.4),FET3 YMR058W YM9796.11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),636
Q13506,Q13506,reviewed,NAB1_HUMAN,NGFI-A-binding protein 1 (EGR-1-binding protein 1) (Transcriptional regulatory protein p54),NAB1,Homo sapiens (Human),487
Q60257,Q60257,reviewed,Y3536_METJA,UPF0310 protein MJECL36,MJECL36,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),144
P43094,P43094,reviewed,CARP5_CANAL,Secreted aspartic protease 5 (ACP 5) (Aspartate protease 5) (EC 3.4.23.24) (Candidapepsin-5),SAP5 CAALFM_C603030WA CaO19.13032 CaO19.5585,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),418
Q9UPV7,Q9UPV7,reviewed,PHF24_HUMAN,PHD finger protein 24,PHF24 KIAA1045,Homo sapiens (Human),400
Q9V2Z6,Q9V2Z6,reviewed,GLKA_PYRFU,ADP-dependent glucose/glucosamine kinase (EC 2.7.1.-) (EC 2.7.1.147) (ADP-dependent glucokinase) (ADP-GK) (ADPGK) (Glucosamine kinase) (GlcN kinase),glkA PF0312,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),455
P28583,P28583,reviewed,CDPK_SOYBN,Calcium-dependent protein kinase SK5 (CDPK) (EC 2.7.11.1),,Glycine max (Soybean) (Glycine hispida),508
Q09196,Q09196,reviewed,MLR4_SCHPO,Myosin regulatory light chain cdc4,cdc4 SPAP8A3.08,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),141
P32754,P32754,reviewed,HPPD_HUMAN,4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase),HPD PPD,Homo sapiens (Human),393
P06450,P06450,reviewed,ATPA_SPIOL,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",atpA,Spinacia oleracea (Spinach),507
P45448,P45448,reviewed,NR5A2_MOUSE,Nuclear receptor subfamily 5 group A member 2 (Fetoprotein transcription factor) (mFTF) (Liver receptor homolog 1) (LRH-1),Nr5a2 Ftf Lrh1,Mus musculus (Mouse),560
GSTP1_HUMAN,P09211,reviewed,GSTP1_HUMAN,Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1),GSTP1 FAEES3 GST3,Homo sapiens (Human),210
P49053,P49053,reviewed,PRXC_CURIN,Vanadium chloroperoxidase (EC 1.11.1.10) (Vanadium chloride peroxidase) (VCPO),CPO,Curvularia inaequalis,609
Q8I0P1,Q8I0P1,reviewed,SPAST_DROME,Spastin (EC 5.6.1.1) (D-Spastin) (Dm-Spastin) (Dspastin),spas CG5977,Drosophila melanogaster (Fruit fly),758
P04745,P0DUB6,reviewed,AMY1A_HUMAN,"Alpha-amylase 1A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)",AMY1A AMY1,Homo sapiens (Human),511
P04745,P0DTE7,reviewed,AMY1B_HUMAN,Alpha-amylase 1B (EC 3.2.1.1),AMY1B AMY1,Homo sapiens (Human),511
P04745,P0DTE8,reviewed,AMY1C_HUMAN,Alpha-amylase 1C (EC 3.2.1.1),AMY1C AMY1,Homo sapiens (Human),511
Q9Y6Q9,Q9Y6Q9,reviewed,NCOA3_HUMAN,Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1),NCOA3 AIB1 BHLHE42 RAC3 TRAM1,Homo sapiens (Human),1424
P11938,P11938,reviewed,RAP1_YEAST,DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF),RAP1 GRF1 TUF1 YNL216W N1310,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),827
Q59096,Q59096,unreviewed,Q59096_ACICA,Benzyl alcohol dehydrogenase,xylB,Acinetobacter calcoaceticus,371
P80018,P80018,reviewed,GLBC_MOLAR,"Globin C, coelomic",,Molpadia arenicola (Sea cucumber) (Caudina arenicola),159
CAH14_MOUSE,Q9WVT6,reviewed,CAH14_MOUSE,Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV),Ca14 Car14 Catm,Mus musculus (Mouse),337
P0AB80,P0AB80,reviewed,ILVE_ECOLI,Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B),ilvE b3770 JW5606,Escherichia coli (strain K12),309
BMP7_HUMAN,P18075,reviewed,BMP7_HUMAN,Bone morphogenetic protein 7 (BMP-7) (Osteogenic protein 1) (OP-1) (Eptotermin alfa),BMP7 OP1,Homo sapiens (Human),431
P19821,P19821,reviewed,DPO1_THEAQ,"DNA polymerase I, thermostable (EC 2.7.7.7) (Taq polymerase 1)",polA pol1,Thermus aquaticus,832
P81040,P81040,reviewed,CYCX_DESDA,Split-Soret cytochrome c,Ddes_2150,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB),279
Q6TEC1,Q6TEC1,reviewed,NUD16_XENLA,U8 snoRNA-decapping enzyme (EC 3.6.1.62) (IDP phosphatase) (IDPase) (EC 3.6.1.64) (Inosine diphosphate phosphatase) (Nucleoside diphosphate-linked moiety X motif 16) (Nudix motif 16) (U8 snoRNA-binding protein X29) (m7GpppN-mRNA hydrolase),nudt16,Xenopus laevis (African clawed frog),212
CP2AD_HUMAN,Q16696,reviewed,CP2AD_HUMAN,Cytochrome P450 2A13 (EC 1.14.14.1) (CYPIIA13),CYP2A13,Homo sapiens (Human),494
P22621,P22621,reviewed,AMA1_PLAFF,Apical membrane antigen 1 (Merozoite surface antigen),AMA-1 PF83,Plasmodium falciparum (isolate FC27 / Papua New Guinea),622
P52700,P52700,reviewed,BLA1_STEMA,Metallo-beta-lactamase L1 type 3 (EC 3.5.2.6) (B3 metallo-beta-lactamase) (Beta-lactamase type III) (Metallo-beta-lactamase L1 type III) (Penicillinase),,Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia),290
Q04432,Q04432,reviewed,HSP31_YEAST,Glutathione-independent glyoxalase HSP31 (EC 4.2.1.130) (Glyoxalase 3 homolog 1) (Heat shock protein 31),HSP31 YDR533C D9719.36,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),237
P05326,P05326,reviewed,IPNA_EMENI,Isopenicillin N synthase (IPNS) (EC 1.21.3.1),ipnA ips AN2622,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),331
RAC1_HUMAN,P63000,reviewed,RAC1_HUMAN,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1),RAC1 TC25 MIG5,Homo sapiens (Human),192
Q50940,Q50940,reviewed,CAH_NEIGO,Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase),cah,Neisseria gonorrhoeae,252
Q9XCU0,Q9XCU0,unreviewed,Q9XCU0_DESDE,Nonaheme cytochrome c,hmcA,Desulfovibrio desulfuricans,323
P07602,P07602,reviewed,SAP_HUMAN,Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)],PSAP GLBA SAP1,Homo sapiens (Human),524
RET5_HUMAN,P82980,reviewed,RET5_HUMAN,Retinol-binding protein 5 (Cellular retinol-binding protein III) (CRBP-III) (HRBPiso),RBP5,Homo sapiens (Human),135
P05938,P05938,reviewed,LBP_RENRE,Luciferin-binding protein (LBP),,Renilla reniformis (Sea pansy),184
HMCS1_HUMAN,Q01581,reviewed,HMCS1_HUMAN,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",HMGCS1 HMGCS,Homo sapiens (Human),520
Q02059,Q02059,reviewed,ACTI1_STRCO,Actinorhodin polyketide putative beta-ketoacyl synthase 1 (EC 2.3.1.-) (actI ORF1),SCO5087 SCBAC28G1.13,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),467
Q8P8S1,Q8P8S1,reviewed,ORN_XANCP,Oligoribonuclease (EC 3.1.15.-),orn XCC2168,Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25),194
Q8NFP9,Q8NFP9,reviewed,NBEA_HUMAN,Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B),NBEA BCL8B KIAA1544 LYST2,Homo sapiens (Human),2946
P05449,P05449,reviewed,YAT6_FUSBL,ATP synthase subunits region ORF 6,,Fuscovulum blasticum (Rhodobacter blasticus) (Rhodopseudomonas blastica),249
P26902,P26902,reviewed,DPPA_BACSU,D-aminopeptidase (EC 3.4.11.-),dppA dciAA BSU12920,Bacillus subtilis (strain 168),274
Q4L5E3,Q4L5E3,reviewed,SYFA_STAHJ,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),pheS SH1823,Staphylococcus haemolyticus (strain JCSC1435),352
Q9ALU0,Q9ALU0,unreviewed,Q9ALU0_GEOSE,Phosphoglycerate mutase,yhfR,Geobacillus stearothermophilus (Bacillus stearothermophilus),195
P27254,P27254,reviewed,ARGK_ECOLI,GTPase ArgK (EC 3.6.5.-) (G-protein chaperone),argK ygfD b2918 JW2885,Escherichia coli (strain K12),331
P77541,P77541,reviewed,PRPB_ECOLI,"2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)",prpB yahQ b0331 JW0323,Escherichia coli (strain K12),296
Q03784,Q03784,reviewed,TRS23_YEAST,Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit),TRS23 YDR246W YD8419.13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),219
P18614,P18614,reviewed,ITA1_RAT,Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a),Itga1,Rattus norvegicus (Rat),1180
Q8UIR1,Q8UIR1,reviewed,Y232_AGRFC,UPF0339 protein Atu0232,Atu0232 AGR_C_390,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58)),62
P02696,P02696,reviewed,RET1_RAT,Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I),Rbp1 Rbp-1,Rattus norvegicus (Rat),135
RORA_HUMAN,P35398,reviewed,RORA_HUMAN,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),RORA NR1F1 RZRA,Homo sapiens (Human),523
P47228,P47228,reviewed,BPHC_PARXL,"Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39) (2,3-dihydroxybiphenyl dioxygenase) (DHBD) (23OHBP oxygenase)",bphC Bxeno_C1125 Bxe_C1191,Paraburkholderia xenovorans (strain LB400),298
O55013,O55013,reviewed,TPPC3_MOUSE,Trafficking protein particle complex subunit 3 (BET3 homolog),Trappc3 Bet3,Mus musculus (Mouse),180
FAS_HUMAN,P49327,reviewed,FAS_HUMAN,Fatty acid synthase (EC 2.3.1.85) (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)],FASN FAS,Homo sapiens (Human),2511
P01038,P01038,reviewed,CYT_CHICK,Cystatin (Egg-white cystatin) (Ovocystatin),,Gallus gallus (Chicken),139
P28313,P28313,reviewed,PER_ARTRA,Peroxidase (EC 1.11.1.7),,Arthromyces ramosus,364
ALBU_HUMAN,P02768,reviewed,ALBU_HUMAN,Albumin,ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341,Homo sapiens (Human),609
P10342,P10342,reviewed,ISOA_PSEAY,Isoamylase (EC 3.2.1.68),iam,Pseudomonas amyloderamosa,776
O95453,O95453,reviewed,PARN_HUMAN,Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Deadenylating nuclease) (Deadenylation nuclease) (Polyadenylate-specific ribonuclease),PARN DAN,Homo sapiens (Human),639
P22449,P22449,reviewed,HNF4A_RAT,Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1) (Transcription factor 14) (TCF-14) (Transcription factor HNF-4),Hnf4a Hnf-4 Hnf4 Nr2a1 Tcf14,Rattus norvegicus (Rat),474
Q9WYJ9,Q9WYJ9,reviewed,APEA_THEMA,Probable M18 family aminopeptidase 1 (EC 3.4.11.-),apeA TM_0365,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),451
P0ACF0,P0ACF0,reviewed,DBHA_ECOLI,DNA-binding protein HU-alpha (HU-2) (NS2),hupA b4000 JW3964,Escherichia coli (strain K12),90
P0C1B3,P0C1B3,reviewed,AMYA1_ASPOR,"Alpha-amylase A type-1/2 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (Taka-amylase A) (TAA)",amy1 amyI Taa-G1 AO090023000944; amy2 amyII Taa-G2 AO090120000196,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),499
Q53692,Q53692,reviewed,PHSA_STRAT,O-aminophenol oxidase (EC 1.10.3.4) (Phenoxazinone synthase) (PHS),phsA,Streptomyces antibioticus,643
P0ACT4,P0ACT4,reviewed,TETR4_ECOLX,Tetracycline repressor protein class D,tetR,Escherichia coli,218
P04043,P04043,reviewed,MTD21_STREE,Type II methyltransferase M1.DpnII (M1.DpnII) (EC 2.1.1.72) (Adenine-specific methyltransferase DpnM) (M.DpnII 1) (Modification methylase DpnIIA),dpnM,Streptococcus pneumoniae,284
Q9Z9H6,Q9Z9H6,reviewed,RPOA_THETH,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),rpoA,Thermus thermophilus,315
P21836,P21836,reviewed,ACES_MOUSE,Acetylcholinesterase (AChE) (EC 3.1.1.7),Ache,Mus musculus (Mouse),614
P31243,P31243,reviewed,PORI_RHOCA,Porin,,Rhodobacter capsulatus (Rhodopseudomonas capsulata),301
P83134,P83134,reviewed,HBAD_ALDGI,Hemoglobin D subunit alpha (Hemoglobin D alpha chain),,Aldabrachelys gigantea (Aldabra giant tortoise) (Geochelone gigantea),141
P41260,P41260,reviewed,GLB1_PHAPT,Hemoglobin-1 (Hemoglobin I) (Hb I) (HbI) (Sulfide-reactive hemoglobin),,Phacoides pectinatus (Thick lucine) (Lucina pectinata),143
Q8GY31,Q8GY31,reviewed,CDC25_ARATH,Dual specificity phosphatase Cdc25 (EC 3.1.3.48) (Arath;CDC25) (Arsenate reductase) (AtASR) (Arsenate reductase 2) (EC 1.20.4.1) (Sulfurtransferase 5) (AtStr5),CDC25 ACR2 ASR STR5 At5g03455 F12E4_220,Arabidopsis thaliana (Mouse-ear cress),146
Q7TBN9,P0DOF3,reviewed,NCAP_RABVE,Nucleoprotein (NP) (Nucleocapsid protein) (Protein N),N,Rabies virus (strain ERA) (RABV),450
Q7TBN9,P16285,reviewed,NCAP_RABVS,Nucleoprotein (NP) (Nucleocapsid protein) (Protein N),N,Rabies virus (strain SAD B19) (RABV),450
P41249,P41249,reviewed,KEDA_ACTSL,Apokedarcidin,,Actinomycete sp. (strain L585-6 / ATCC 53650),114
P0AEY7,P0AEY7,reviewed,MDAB_ECO57,NADPH:quinone oxidoreductase MdaB (EC 1.6.5.10) (Modulator of drug activity B),mdaB Z4379 ECs3910,Escherichia coli O157:H7,193
