From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names
Q9Y9L0,Q9Y9L0,reviewed,TDXH_AERPE,Peroxiredoxin (EC 1.11.1.24) (Thioredoxin peroxidase) (ApTPx) (Thioredoxin-dependent peroxiredoxin),APE_2278,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),250,APE_2278
Q9XCU0,Q9XCU0,unreviewed,Q9XCU0_DESDE,Nonaheme cytochrome c,hmcA,Desulfovibrio desulfuricans,323,hmcA
P12996,P12996,reviewed,BIOB_ECOLI,Biotin synthase (EC 2.8.1.6) (Biotin synthetase),bioB b0775 JW0758,Escherichia coli (strain K12),346,bioB
P67506,P67506,reviewed,TRMB_STRPN,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),trmB SP_0550,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),211,trmB
P01031,P01031,reviewed,CO5_HUMAN,Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain],C5 CPAMD4,Homo sapiens (Human),1676,C5
P96112,P96112,reviewed,SURE_THEMA,5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase),surE TM_1662,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),247,surE
P42230,P42230,reviewed,STA5A_MOUSE,Signal transducer and activator of transcription 5A (Mammary gland factor),Stat5a Mgf Mpf,Mus musculus (Mouse),793,Stat5a
P36683,P36683,reviewed,ACNB_ECOLI,"Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)",acnB yacI yacJ b0118 JW0114,Escherichia coli (strain K12),865,acnB
P00489,P00489,reviewed,PYGM_RABIT,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)",PYGM,Oryctolagus cuniculus (Rabbit),843,PYGM
O27001,O27001,reviewed,TFX_METTH,DNA-binding protein Tfx,tfx MTH_916,Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum),138,tfx
P11741,P11741,reviewed,BCPA_PROAE,Bacteriochlorophyll a protein (BCP) (BChl a protein),,Prosthecochloris aestuarii,366,
Q746J6,Q746J6,unreviewed,Q746J6_THET2,Cytochrome P450,TT_P0059,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),389,TT_P0059
Q9I4K6,Q9I4K6,reviewed,FOSA_PSEAE,Glutathione transferase FosA (EC 2.5.1.18) (Fosfomycin resistance protein),fosA PA1129,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),135,fosA
P46072,P46072,reviewed,FRA1_ALIFS,Major NAD(P)H-flavin oxidoreductase (EC 1.6.99.-) (FRASE I),,Aliivibrio fischeri (Vibrio fischeri),218,
Q9WYJ9,Q9WYJ9,reviewed,APEA_THEMA,Probable M18 family aminopeptidase 1 (EC 3.4.11.-),apeA TM_0365,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),451,apeA
P56965,P56965,reviewed,DDAH1_BOVIN,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)",DDAH1,Bos taurus (Bovine),285,DDAH1
Q28943,Q28943,reviewed,DPYD_PIG,Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD) (EC 1.3.1.2) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase),DPYD,Sus scrofa (Pig),1025,DPYD
P76129,P76129,reviewed,DOSP_ECOLI,Oxygen sensor protein DosP (EC 3.1.4.52) (Direct oxygen-sensing phosphodiesterase) (Direct oxygen sensor protein) (Ec DOS) (Heme-regulated cyclic di-GMP phosphodiesterase),dosP dos pdeO yddU b1489 JW1484,Escherichia coli (strain K12),799,dosP
P65728,P9WI72,reviewed,PKNG_MYCTO,Serine/threonine-protein kinase PknG (EC 2.7.11.1),pknG MT0423,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),750,pknG
P65728,P9WI73,reviewed,PKNG_MYCTU,Serine/threonine-protein kinase PknG (EC 2.7.11.1),pknG Rv0410c MTCY22G10.06c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),750,pknG
P21890,P21890,reviewed,FENR_NOSSO,Ferredoxin--NADP reductase (FNR) (EC 1.18.1.2),petH,Nostoc sp. (strain ATCC 29151 / PCC 7119) (Anabaena sp.),440,petH
P04164,P04164,reviewed,CY552_THETH,Cytochrome c-552 (Cytochrome c552),cycA,Thermus thermophilus,131,cycA
Q00496,Q00496,reviewed,BXE_CLOBO,Botulinum neurotoxin type E (BoNT/E) (Bontoxilysin-E) [Cleaved into: Botulinum neurotoxin E light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin E heavy chain (HC)],botE,Clostridium botulinum,1251,botE
Q58152,Q58152,reviewed,Y742_METJA,Uncharacterized protein MJ0742,MJ0742,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),104,MJ0742
P0AE50,P0AE50,reviewed,YTFP_ECO57,Gamma-glutamylcyclotransferase family protein YtfP,ytfP Z5833 ECs5200,Escherichia coli O157:H7,113,ytfP
P12758,P12758,reviewed,UDP_ECOLI,Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3),udp b3831 JW3808,Escherichia coli (strain K12),253,udp
O54785,O54785,reviewed,LIMK2_MOUSE,LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1),Limk2,Mus musculus (Mouse),638,Limk2
KPCT_HUMAN,Q04759,reviewed,KPCT_HUMAN,Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta),PRKCQ PRKCT,Homo sapiens (Human),706,PRKCQ
P10342,P10342,reviewed,ISOA_PSEAY,Isoamylase (EC 3.2.1.68),iam,Pseudomonas amyloderamosa,776,iam
MMP3_HUMAN,P08254,reviewed,MMP3_HUMAN,Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1),MMP3 STMY1,Homo sapiens (Human),477,MMP3
O15514,O15514,reviewed,RPB4_HUMAN,DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (DNA-directed RNA polymerase II subunit D) (RNA polymerase II 16 kDa subunit) (RPB16),POLR2D,Homo sapiens (Human),142,POLR2D
Q9KZR7,Q9KZR7,unreviewed,Q9KZR7_STRCO,Cytochrome P450,SCO2884 SCE6.21,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),408,SCO2884
Q58MU6,Q58MU6,reviewed,PEBS_BPPRM,Phycoerythrobilin synthase (EC 1.3.7.6) ((3Z)-phycoerythrobilin:ferredoxin oxidoreductase),pebS PSSM2_058,Prochlorococcus phage P-SSM2,233,pebS
P55135,P55135,reviewed,RLMD_ECOLI,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD (EC 2.1.1.190) (23S rRNA(m5U1939)-methyltransferase),rlmD rumA ygcA b2785 JW2756,Escherichia coli (strain K12),433,rlmD
Q9Y6C2,Q9Y6C2,reviewed,EMIL1_HUMAN,EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1),EMILIN1 EMI,Homo sapiens (Human),1016,EMILIN1
P97852,P97852,reviewed,DHB4_RAT,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",Hsd17b4 Edh17b4,Rattus norvegicus (Rat),735,Hsd17b4
Q96RG2,Q96RG2,reviewed,PASK_HUMAN,PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (hPASK) (EC 2.7.11.1),PASK KIAA0135,Homo sapiens (Human),1323,PASK
Q58657,Q58657,reviewed,IF2G_METJA,Translation initiation factor 2 subunit gamma (EC 3.6.5.3) (aIF2-gamma) (eIF-2-gamma),eif2g MJ1261,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),411,eif2g
P43094,P43094,reviewed,CARP5_CANAL,Secreted aspartic protease 5 (ACP 5) (Aspartate protease 5) (EC 3.4.23.24) (Candidapepsin-5),SAP5 CAALFM_C603030WA CaO19.13032 CaO19.5585,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),418,SAP5
P31517,P31517,reviewed,HEMS_YEREN,Hemin transport protein HemS,hemS,Yersinia enterocolitica,345,hemS
P13053,P13053,reviewed,VDR_RAT,"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)",Vdr Nr1i1,Rattus norvegicus (Rat),423,Vdr
VGFR2_HUMAN,P35968,reviewed,VGFR2_HUMAN,Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309),KDR FLK1 VEGFR2,Homo sapiens (Human),1356,KDR
Q12634,Q12634,reviewed,T4HR_PYRO7,Tetrahydroxynaphthalene reductase (EC 1.1.1.252) (T4HN reductase) (THNR),MGG_02252,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),283,MGG_02252
Q8CI96,Q8CI96,reviewed,CLIP4_MOUSE,CAP-Gly domain-containing linker protein 4 (Restin-like protein 2),Clip4 Rsnl2,Mus musculus (Mouse),704,Clip4
TRAF3_HUMAN,Q13114,reviewed,TRAF3_HUMAN,TNF receptor-associated factor 3 (EC 2.3.2.27) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3),TRAF3 CAP-1 CRAF1 TRAFAMN,Homo sapiens (Human),568,TRAF3
P68135,P68135,reviewed,ACTS_RABIT,"Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]",ACTA1 ACTA,Oryctolagus cuniculus (Rabbit),377,ACTA1
Q980R2,Q980R2,reviewed,RPO1N_SACS2,DNA-directed RNA polymerase subunit Rpo1N (EC 2.7.7.6) (DNA-directed RNA polymerase subunit A'),rpo1N rpoA1 SSO0225,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),880,rpo1N
Q08787,Q08787,reviewed,SRFAC_BACSU,Surfactin synthase subunit 3,srfAC srfA3 BSU03510,Bacillus subtilis (strain 168),1275,srfAC
Q834P5,Q834P5,unreviewed,Q834P5_ENTFA,Catalase (EC 1.11.1.6),katA EF_1597,Enterococcus faecalis (strain ATCC 700802 / V583),478,katA
P23909,P23909,reviewed,MUTS_ECOLI,DNA mismatch repair protein MutS,mutS fdv b2733 JW2703,Escherichia coli (strain K12),853,mutS
Q58503,Q58503,reviewed,RELE3_METJA,Toxin RelE3 (EC 3.1.-.-) (MjRelE) (Putative endoribonuclease RelE),relE3 relE MJ1103,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),88,relE3
O65202,O65202,reviewed,ACOX1_ARATH,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),ACX1 At4g16760 dl4405c FCAALL.119,Arabidopsis thaliana (Mouse-ear cress),664,ACX1
Q7RT90,Q7RT90,reviewed,OAT_PLAYO,Ornithine aminotransferase (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase),OAT PY00104,Plasmodium yoelii yoelii,414,OAT
O58268,O58268,reviewed,PFDB_PYRHO,Prefoldin subunit beta (GimC subunit beta),pfdB PH0532,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),117,pfdB
P0AFG3,P0AFG3,reviewed,ODO1_ECOLI,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase),sucA b0726 JW0715,Escherichia coli (strain K12),933,sucA
HTRA2_HUMAN,O43464,reviewed,HTRA2_HUMAN,"Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)",HTRA2 OMI PRSS25,Homo sapiens (Human),458,HTRA2
Q94EG6,Q94EG6,reviewed,Y5224_ARATH,Uncharacterized protein At5g02240,At5g02240 T7H20_290,Arabidopsis thaliana (Mouse-ear cress),253,At5g02240
TF_HUMAN,P13726,reviewed,TF_HUMAN,Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142),F3,Homo sapiens (Human),295,F3
Q9DBL7,Q9DBL7,reviewed,COASY_MOUSE,Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],Coasy Ukr1,Mus musculus (Mouse),563,Coasy
O95050,O95050,reviewed,INMT_HUMAN,Indolethylamine N-methyltransferase (Indolamine N-methyltransferase) (EC 2.1.1.49) (EC 2.1.1.96) (Aromatic alkylamine N-methyltransferase) (Amine N-methyltransferase) (Arylamine N-methyltransferase) (Thioether S-methyltransferase) (TEMT),INMT,Homo sapiens (Human),263,INMT
P56129,P56129,reviewed,DCDA_HELPY,Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20),lysA HP_0290,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),405,lysA
P69681,P69681,reviewed,AMTB_ECOLI,Ammonium transporter AmtB (Ammonia channel AmtB) (Ammonium channel AmtB),amtB ybaG b0451 JW0441,Escherichia coli (strain K12),428,amtB
ARHG1_HUMAN,Q92888,reviewed,ARHG1_HUMAN,Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5),ARHGEF1,Homo sapiens (Human),912,ARHGEF1
Q8UIR1,Q8UIR1,reviewed,Y232_AGRFC,UPF0339 protein Atu0232,Atu0232 AGR_C_390,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58)),62,Atu0232
CLK1_HUMAN,P49759,reviewed,CLK1_HUMAN,Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1),CLK1 CLK,Homo sapiens (Human),484,CLK1
Q8NBJ7,Q8NBJ7,reviewed,SUMF2_HUMAN,Inactive C-alpha-formylglycine-generating enzyme 2 (Paralog of formylglycine-generating enzyme) (pFGE) (Sulfatase-modifying factor 2),SUMF2 PSEC0171 UNQ1968/PRO4500,Homo sapiens (Human),301,SUMF2
Q06385,Q06385,reviewed,VPS74_YEAST,Vacuolar protein sorting-associated protein 74,VPS74 YDR372C D9481.15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),345,VPS74
P23009,P23009,reviewed,POL2_BPMV,"RNA2 polyprotein (Genome polyprotein M) (M RNA polyprotein) (Middle component RNA polyprotein) (P2) [Cleaved into: VP58 (P58); Movement protein (MP); Large capsid protein (LCP) (Coat protein VP42) (L subunit) (Large coat protein); Small capsid protein precursor (S subunit); Mature small capsid protein (SCP) (Coat protein VP22) (Small capsid protein, N-terminus part) (Small coat protein, N-terminus part); Small capsid protein C-terminus part (Small coat protein C-terminus part)]",,Bean-pod mottle virus (strain Kentucky G7) (BPMV),1018,
P27989,P27989,reviewed,DCMB_MOOTH,Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit beta (CODH subunit) (CODH/ACS) (Carbon monoxide dehydrogenase subunit) (EC 1.2.7.4),,Moorella thermoacetica (Clostridium thermoaceticum),674,
P13134,P13134,reviewed,KEX2_YEAST,Kexin (EC 3.4.21.61) (Protease KEX2) (Proteinase YSCF),KEX2 QDS1 YNL238W N1122,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),814,KEX2
KC1G1_HUMAN,Q9HCP0,reviewed,KC1G1_HUMAN,Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1),CSNK1G1,Homo sapiens (Human),422,CSNK1G1
P13497,P13497,reviewed,BMP1_HUMAN,Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP),BMP1 PCOLC,Homo sapiens (Human),986,BMP1
Q9H2G2,Q9H2G2,reviewed,SLK_HUMAN,STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2),SLK KIAA0204 STK2,Homo sapiens (Human),1235,SLK
O08543,O08543,reviewed,EFNA5_MOUSE,Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7),Efna5 Epl7 Eplg7 Lerk7,Mus musculus (Mouse),228,Efna5
P20646,P20646,reviewed,PPAP_RAT,Prostatic acid phosphatase (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Fluoride-resistant acid phosphatase) (FRAP) (Protein tyrosine phosphatase ACP3) (EC 3.1.3.48) (Thiamine monophosphatase) (TMPase),Acp3 Acpp,Rattus norvegicus (Rat),381,Acp3
Q9R7D7,Q9R7D7,reviewed,GAL1_LACLA,Galactokinase (EC 2.7.1.6) (Galactose kinase),galK LL1983 L0028,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),399,galK
P52097,P52097,reviewed,TILS_ECOLI,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),tilS mesJ yaeN b0188 JW0183,Escherichia coli (strain K12),432,tilS
O31562,O31562,reviewed,YFIT_BACSU,Putative metal-dependent hydrolase YfiT (EC 3.-.-.-),yfiT BSU08390,Bacillus subtilis (strain 168),178,yfiT
P14169,P14169,reviewed,RFBE_SALTI,CDP-paratose 2-epimerase (EC 5.1.3.10) (CDP-tyvelose 2-epimerase),rfbE STY2298 t0784,Salmonella typhi,338,rfbE
Q28107,Q28107,reviewed,FA5_BOVIN,Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain],F5,Bos taurus (Bovine),2211,F5
O43897,O43897,reviewed,TLL1_HUMAN,Tolloid-like protein 1 (EC 3.4.24.-),TLL1 TLL,Homo sapiens (Human),1013,TLL1
P05414,P05414,reviewed,GOX_SPIOL,Glycolate oxidase (GAO) (GOX) (EC 1.1.3.15) (Short chain alpha-hydroxy acid oxidase),,Spinacia oleracea (Spinach),369,
Q44493,Q44493,reviewed,ALGE4_AZOVI,Mannuronan C5-epimerase AlgE4 (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase 4),algE4,Azotobacter vinelandii,553,algE4
Q06174,Q06174,reviewed,EST_GEOSE,Carboxylesterase (EC 3.1.1.1),est est30,Geobacillus stearothermophilus (Bacillus stearothermophilus),246,est
CP2R1_HUMAN,Q6VVX0,reviewed,CP2R1_HUMAN,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,Homo sapiens (Human),501,CYP2R1
Q90125,Q90125,reviewed,CAPSD_GMDNV,Capsid protein VP1 (Coat protein VP1) (Structural protein VP1),VP,Galleria mellonella densovirus (GmDNV),811,VP
P21179,P21179,reviewed,CATE_ECOLI,Catalase HPII (EC 1.11.1.6) (Hydroxyperoxidase II),katE b1732 JW1721,Escherichia coli (strain K12),753,katE
P17571,P17571,reviewed,NIA1_MAIZE,Nitrate reductase [NADH] 1 (NR) (EC 1.7.1.1),NNR1,Zea mays (Maize),621,NNR1
O32080,O32080,reviewed,KTRA_BACSU,Ktr system potassium uptake protein A (K(+)-uptake protein KtrA),ktrA yuaA BSU31090,Bacillus subtilis (strain 168),222,ktrA
P19921,P19921,reviewed,DCMS_AFIC5,Carbon monoxide dehydrogenase small chain (CO dehydrogenase subunit S) (CO-DH S) (EC 1.2.5.3),coxS OCA5_pHCG300300,Afipia carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5) (Oligotropha carboxidovorans),166,coxS
P03367,P03367,reviewed,POL_HV1BR,Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],gag-pol,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1),1447,gag-pol
P0AEX9,P0AEX9,reviewed,MALE_ECOLI,Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP),malE b4034 JW3994,Escherichia coli (strain K12),396,malE
P04802,P04802,reviewed,SYDC_YEAST,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",DPS1 APS APS1 YLL018C L1295,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),557,DPS1
HMOX2_HUMAN,P30519,reviewed,HMOX2_HUMAN,Heme oxygenase 2 (HO-2) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 2 soluble form],HMOX2 HO2,Homo sapiens (Human),316,HMOX2
O67680,O67680,reviewed,RSMA_AQUAE,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA aq_1816,Aquifex aeolicus (strain VF5),248,rsmA
P00803,P00803,reviewed,LEP_ECOLI,Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I),lepB b2568 JW2552,Escherichia coli (strain K12),324,lepB
Q56222,Q56222,reviewed,NQO1_THET8,NADH-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NADH dehydrogenase I chain 1) (NDH-1 subunit 1),nqo1 TTHA0089,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),438,nqo1
P80030,P80030,reviewed,FABI_BRANA,"Enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)",,Brassica napus (Rape),385,
O67185,O67185,reviewed,FABH_AQUAE,Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III),fabH aq_1099,Aquifex aeolicus (strain VF5),309,fabH
P01900,P01900,reviewed,HA12_MOUSE,"H-2 class I histocompatibility antigen, D-D alpha chain (H-2D(D))",H2-D1,Mus musculus (Mouse),365,H2-D1
P80018,P80018,reviewed,GLBC_MOLAR,"Globin C, coelomic",,Molpadia arenicola (Sea cucumber) (Caudina arenicola),159,
P32321,P32321,reviewed,DCTD_HUMAN,Deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase),DCTD,Homo sapiens (Human),178,DCTD
CD1A_HUMAN,P06126,reviewed,CD1A_HUMAN,T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a),CD1A,Homo sapiens (Human),327,CD1A
P56065,P56065,reviewed,PAND_HELPY,Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain],panD HP_0034,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),117,panD
Q8DV70,Q8DV70,reviewed,NAGB_STRMU,Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase),nagB SMU_636,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),233,nagB
Q8IYB5,Q8IYB5,reviewed,SMAP1_HUMAN,Stromal membrane-associated protein 1,SMAP1,Homo sapiens (Human),467,SMAP1
Q53WG6,Q53WG6,reviewed,PXPA_THET8,5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A),pxpA TTHB195,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),250,pxpA
O95154,O95154,reviewed,ARK73_HUMAN,Aflatoxin B1 aldehyde reductase member 3 (EC 1.-.-.-) (AFB1 aldehyde reductase 2) (AFB1-AR 2),AKR7A3 AFAR2,Homo sapiens (Human),331,AKR7A3
P37128,P37128,reviewed,NUDK_ECOLI,GDP-mannose pyrophosphatase (EC 3.6.1.-) (GDP-mannose hydrolase) (GDPMK),nudK yffH b2467 JW2451,Escherichia coli (strain K12),191,nudK
O31779,O31779,reviewed,YMCA_BACSU,Uncharacterized protein YmcA,ymcA BSU17020,Bacillus subtilis (strain 168),143,ymcA
P13984,P13984,reviewed,T2FB_HUMAN,General transcription factor IIF subunit 2 (General transcription factor IIF 30 kDa subunit) (Transcription initiation factor IIF subunit beta) (TFIIF-beta) (Transcription initiation factor RAP30),GTF2F2 RAP30,Homo sapiens (Human),249,GTF2F2
Q9UQ80,Q9UQ80,reviewed,PA2G4_HUMAN,Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1),PA2G4 EBP1,Homo sapiens (Human),394,PA2G4
