Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease
2cw0_C_cavity_4,13,2.842,0.2186,8,3,1,1,0,0,DNA-directed RNA polymerase subunit alpha,NONE,Q9Z9H6,NONE,NONE
1m76_A_cavity_2,13,2.841,0.2185,9,1,2,1,0,0,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",NONE,Q16836,Lipid transport and metabolism,NONE
1uyr_A_cavity_2,13,2.838,0.2183,8,2,3,0,0,0,Acetyl-CoA carboxylase,NONE,Q00955,Lipid transport and metabolism,NONE
1k3v_A_cavity_4,12,2.618,0.2182,9,2,1,0,0,0,Coat protein VP1,NONE,P18546,NONE,NONE
3gh8_H_cavity_2,13,2.834,0.218,7,4,2,0,0,0,Iodotyrosine dehalogenase 1,NONE,Q9DCX8,NONE,NONE
1um8_A_cavity_1,12,2.615,0.2179,5,5,1,1,0,0,ATP-dependent Clp protease ATP-binding subunit clpX,NONE,O25926,Involved in nucleotide binding,NONE
2zcu_A_cavity_1,12,2.614,0.2178,6,2,2,0,2,0,Uncharacterized oxidoreductase ytfG,NONE,P39315,NONE,NONE
2uvn_B_cavity_4,12,2.614,0.2178,6,1,4,1,0,0,Putative cytochrome P450 130,NONE,Q11062,NONE,NONE
2ex8_A_cavity_1,12,2.611,0.2176,5,2,4,1,0,0,D-alanyl-D-alanine carboxypeptidase dacB,NONE,P24228,NONE,NONE
1x59_A_cavity_1,13,2.827,0.2174,11,1,1,0,0,0,"Histidyl-tRNA synthetase, cytoplasmic",NONE,P12081,NONE,NONE
3exg_G_cavity_1,13,2.826,0.2174,9,1,3,0,0,0,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",NONE,P08559,NONE,NONE
2bh3_A_cavity_1,12,2.609,0.2174,7,2,2,1,0,0,Xaa-Pro aminopeptidase,NONE,P15034,Amino acid transport and metabolism,NONE
1q8k_A_cavity_2,13,2.822,0.2171,6,3,3,1,0,0,Eukaryotic translation initiation factor 2 subunit 1,TRANSLATION,IF2A_HUMAN,"Functions in the early steps of protein synthesis by forming a ternary complex with GTP and initiator tRNA. This complex binds to a 40S ribosomal subunit, followed by mRNA binding to form a 43S preinitiation complex. Junction of the 60S ribosomal subunit",NONE
1sl8_A_cavity_1,13,2.822,0.2171,8,3,1,0,1,0,Aequorin-1,NONE,P07164,NONE,NONE
1tiq_B_cavity_1,12,2.605,0.2171,6,1,4,1,0,0,Protease synthase and sporulation negative regulatory protein PAI 1,NONE,P21340,Transcription,NONE
1ywt_A_cavity_1,13,2.818,0.2167,7,1,2,1,2,0,14-3-3 protein sigma,SIGNALING PROTEIN/DE NOVO PROTEIN,1433S_HUMAN,"Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathway. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the ;p53-regulated inhibitor of G2/M progression.",NONE
1b0a_A_cavity_1,13,2.816,0.2166,8,2,1,2,0,0,Bifunctional protein folD,NONE,P24186,NONE,NONE
3gna_A_cavity_1,11,2.381,0.2165,10,0,1,0,0,0,V(D)J recombination-activating protein 1,NONE,P15919,NONE,NONE
1ni3_A_cavity_1,13,2.812,0.2163,8,1,2,2,0,0,Uncharacterized GTP-binding protein C27E2.03c,NONE,O13998,NONE,NONE
1srp_A_cavity_1,12,2.595,0.2163,7,2,2,0,1,0,Serralysin,NONE,P07268,NONE,NONE
1q74_A_cavity_1,13,2.811,0.2162,8,2,2,1,0,0,N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha-D-Glucopyranoside Deacetylase mshB,NONE,O50426,NONE,NONE
1k9k_A_cavity_1,11,2.378,0.2162,9,1,1,0,0,0,Protein S100-A6,SIGNALING PROTEIN,S10A6_HUMAN,NONE,NONE
2q80_B_cavity_2,13,2.81,0.2161,5,1,4,1,2,0,Geranylgeranyl pyrophosphate synthetase,TRANSFERASE,GGPPS_HUMAN,"Catalyzes the trans-addition of the three molecules of IPP onto DMAPP to form geranylgeranyl pyrophosphate, an important precursor of carotenoids and geranylated proteins.",NONE
2kcw_A_cavity_1,13,2.805,0.2158,4,2,3,3,1,0,Uncharacterized N-acetyltransferase yjaB,NONE,P09163,NONE,NONE
1ojh_G_cavity_1,13,2.805,0.2158,9,2,1,1,0,0,NblA protein,NONE,Q8YNP7,NONE,NONE
1v5v_B_cavity_1,13,2.805,0.2158,7,1,3,2,0,0,Probable aminomethyltransferase,NONE,O58888,NONE,NONE
2grj_F_cavity_1,15,3.233,0.2155,6,3,2,1,3,0,Dephospho-CoA kinase,NONE,Q9X1A7,NONE,NONE
2bjf_A_cavity_1,12,2.586,0.2155,7,0,3,2,0,0,Choloylglycine hydrolase,NONE,P54965,Cell wall/membrane/envelope biogenesis,NONE
2qcv_A_cavity_2,17,3.66,0.2153,9,2,3,3,0,0,5-dehydro-2-deoxygluconokinase,NONE,Q9KAG8,NONE,NONE
1q67_B_cavity_1,12,2.581,0.2151,7,4,1,0,0,0,mRNA-decapping enzyme subunit 1,NONE,Q12517,NONE,NONE
2qzz_B_cavity_2,13,2.794,0.215,8,4,0,0,1,0,Eugenol synthase 1,NONE,Q15GI4,NONE,NONE
2o26_B_cavity_1,18,3.869,0.2149,7,1,6,4,0,0,Kit ligand,NONE,P20826,NONE,NONE
2f00_A_cavity_1,37,7.949,0.2148,10,5,9,5,8,0,UDP-N-acetylmuramate--L-alanine ligase,NONE,P17952,NONE,NONE
1fhf_A_cavity_1,12,2.574,0.2145,5,1,4,0,2,0,Seed coat peroxidase,NONE,O22443,Involved in peroxidase activity,NONE
2b8e_A_cavity_1,12,2.573,0.2144,5,1,3,2,1,0,Probable copper-exporting P-type ATPase A,NONE,O29777,NONE,NONE
2d3a_I_cavity_1,10,2.141,0.2141,7,1,1,0,1,0,Glutamine synthetase root isozyme 3,NONE,P38561,NONE,NONE
1r5a_A_cavity_1,13,2.779,0.2138,10,0,2,0,1,0,Glutathione transferase,NONE,Q9GQG7,"Posttranslational modification, protein turnover, chaperones",NONE
1ipk_C_cavity_2,11,2.351,0.2137,7,1,3,0,0,0,"Beta-conglycinin, beta chain",NONE,P25974,NONE,NONE
3dpl_C_cavity_1,11,2.351,0.2137,6,4,1,0,0,0,Cullin-5,NONE,Q93034,NONE,NONE
1o4y_A_cavity_1,13,2.774,0.2134,5,0,4,3,1,0,Beta-agarase A,NONE,Q9RGX9,"Involved in hydrolase activity, hydrolyzing O-glycosyl compounds",NONE
3fw0_A_cavity_2,10,2.133,0.2133,5,2,2,1,0,0,Peptidyl-glycine alpha-amidating monooxygenase,NONE,P14925,NONE,NONE
1wxr_A_cavity_1,12,2.556,0.213,9,1,2,0,0,0,Hemoglobin-binding protease hbp,NONE,O88093,NONE,NONE
1hbr_C_cavity_1,11,2.343,0.213,8,0,1,0,2,0,Hemoglobin subunit alpha-D,NONE,P02001,NONE,NONE
1ywq_A_cavity_1,14,2.977,0.2126,9,3,0,0,2,0,Nitroreductase family protein,NONE,Q81EW9,Involved in oxidoreductase activity,NONE
1rye_B_cavity_2,14,2.977,0.2126,5,4,1,1,3,0,Glucose--fructose oxidoreductase,NONE,Q07982,Involved in oxidoreductase activity,NONE
2gxf_C_cavity_1,13,2.763,0.2126,7,0,3,3,0,0,Uncharacterized protein yybH,NONE,P37496,NONE,NONE
2fv7_B_cavity_1,14,2.974,0.2125,5,2,2,4,1,0,Ribokinase,NONE,Q9H477,NONE,NONE
2uyq_A_cavity_1,13,2.763,0.2125,9,1,2,0,1,0,Putative S-adenosyl-L-methionine-dependent methyltransferase ML2640,NONE,Q9CCZ4,NONE,NONE
1g6q_2_cavity_1,12,2.55,0.2125,5,0,3,2,2,0,HNRNP arginine N-methyltransferase,NONE,P38074,NONE,NONE
2rhc_B_cavity_1,12,2.549,0.2124,7,2,2,0,1,0,Putative ketoacyl reductase,NONE,P16544,Involved in oxidoreductase activity,NONE
1fxx_A_cavity_2,12,2.545,0.212,5,3,2,1,1,0,Exodeoxyribonuclease I,NONE,P04995,NONE,NONE
1br4_E_cavity_2,13,2.755,0.2119,10,1,1,1,0,0,Myosin-11,NONE,P10587,"Cell cycle control, cell division, chromosome partitioning",NONE
2jfe_X_cavity_1,13,2.753,0.2118,9,0,2,1,1,0,Cytosolic beta-glucosidase,NONE,Q9H227,NONE,NONE
1am5_A_cavity_1,14,2.964,0.2117,8,1,3,2,0,0,Pepsin-2B,NONE,P56272,NONE,NONE
1n92_B_cavity_2,14,2.962,0.2115,7,3,2,1,1,0,Alcohol dehydrogenase E chain,NONE,P00327,Energy production and conversion,NONE
1jt8_A_cavity_2,10,2.115,0.2115,4,3,2,1,0,0,Translation initiation factor 1A,NONE,Q57887,NONE,NONE
1oy5_B_cavity_1,13,2.747,0.2113,7,3,3,0,0,0,tRNA (guanine-N(1)-)-methyltransferase,NONE,O67463,NONE,NONE
2pnf_B_cavity_1,17,3.591,0.2112,9,3,5,0,0,0,3-oxoacyl-[acyl-carrier-protein] reductase,NONE,O67610,NONE,NONE
3h7n_C_cavity_2,14,2.955,0.2111,11,1,1,1,0,0,Nucleoporin NUP120,NONE,P35729,NONE,NONE
2hj1_A_cavity_2,13,2.744,0.2111,6,2,4,1,0,0,Protein rnfH,NONE,Q4QNE7,NONE,NONE
3fmd_A_cavity_1,14,2.953,0.211,7,3,1,2,1,0,Serine/threonine-protein kinase haspin,NONE,Q8TF76,NONE,NONE
1b35_C_cavity_1,14,2.948,0.2106,11,1,2,0,0,0,Genome polyprotein,NONE,P13418,NONE,NONE
1dus_A_cavity_1,12,2.527,0.2106,6,2,2,2,0,0,Protein MJ0882,NONE,Q58292,NONE,NONE
2i7t_A_cavity_1,17,3.577,0.2104,8,3,3,2,1,0,Cleavage and polyadenylation specificity factor subunit 3,"HYDROLASE, RNA BINDING PROTEIN",CPSF3_HUMAN,"Component of the cleavage and polyadenylation specificity factor (CPSF) complex that play a key role in pre-mRNA 3-end formation, recognizing the AAUAAA signal sequence and interacting with poly(A) polymerase and other factors to bring about cleavage and",NONE
1i12_D_cavity_2,16,3.36,0.21,4,2,4,5,1,0,Glucosamine 6-phosphate N-acetyltransferase,NONE,P43577,Transcription,NONE
2khr_A_cavity_1,12,2.519,0.2099,6,2,4,0,0,0,Protein mbtH,NONE,O05821,NONE,NONE
2a1l_A_cavity_2,14,2.937,0.2098,7,2,2,3,0,0,Phosphatidylinositol transfer protein beta isoform,NONE,P53812,NONE,NONE
1lyw_D_cavity_1,17,3.563,0.2096,12,2,2,1,0,0,Cathepsin D,ASPARTIC PROTEASE,CATD_HUMAN,Acid protease active in intracellular protein breakdown. Involved in the pathogenesis of several diseases such as breast cancer and possibly Alzheimer disease.,"Defects in CTSD are the cause of neuronal ceroid lipofuscinosis 10 (CLN10) [MIM:610127]; also known as neuronal ceroid lipofuscinosis due to cathepsin D deficiency. The neuronal ceroid lipofuscinosis are a group of progressive neurodegenerative diseases in children and in adults, characterized by visual and mental decline, motor disturbance, epilepsy and behavioral changes."
2p0a_B_cavity_1,15,3.145,0.2096,4,3,3,3,2,0,Synapsin-3,NEUROPEPTIDE,SYN3_HUMAN,May be involved in the regulation of neurotransmitter release and synaptogenesis.,NONE
2diu_A_cavity_1,13,2.722,0.2094,9,1,3,0,0,0,Limkain-b1,NONE,Q9Y4F3,NONE,NONE
2ea1_A_cavity_2,23,4.815,0.2093,10,4,2,1,6,0,Ribonuclease I,NONE,P21338,NONE,NONE
1joa_A_cavity_3,19,3.975,0.2092,7,3,4,4,1,0,NADH peroxidase,NONE,P37062,Involved in oxidoreductase activity,NONE
1jpu_A_cavity_1,14,2.928,0.2092,8,2,2,1,1,0,Glycerol dehydrogenase,NONE,P32816,Involved in oxidoreductase activity,NONE
2ron_A_cavity_4,12,2.509,0.209,5,1,3,3,0,0,Surfactin synthetase thioesterase subunit,NONE,Q08788,NONE,NONE
2pju_A_cavity_1,12,2.508,0.209,9,1,2,0,0,0,Propionate catabolism operon regulatory protein,NONE,P77743,NONE,NONE
1lme_A_cavity_1,14,2.923,0.2088,7,2,3,0,2,0,Peptide deformylase,NONE,P96113,Involved in iron ion binding,NONE
2nut_B_cavity_5,13,2.715,0.2088,6,1,3,2,1,0,Protein transport protein Sec23A,NONE,Q15436,NONE,NONE
2i6l_A_cavity_1,16,3.339,0.2087,8,2,4,1,1,0,Mitogen-activated protein kinase 6,TRANSFERASE,MK06_HUMAN,Phosphorylates microtubule-associated protein 2 (MAP2). May promote entry in the cell cycle (By similarity).,NONE
1y23_D_cavity_1,13,2.714,0.2087,8,2,3,0,0,0,Protein hit,NONE,O07513,NONE,NONE
2o1x_B_cavity_1,26,5.422,0.2085,8,5,4,3,6,0,1-deoxy-D-xylulose-5-phosphate synthase,NONE,Q9RUB5,NONE,NONE
1bdg_A_cavity_1,10,2.085,0.2085,6,1,2,0,1,0,Hexokinase,NONE,Q26609,Involved in hexokinase activity,NONE
2ejv_B_cavity_1,19,3.96,0.2084,9,3,2,0,5,0,L-threonine 3-dehydrogenase,NONE,Q5SKS4,NONE,NONE
2ob2_A_cavity_1,14,2.917,0.2083,6,4,4,0,0,0,Leucine carboxyl methyltransferase 1,NONE,Q04081,Methylates the carboxyl group of the C-terminal leucine residue of the two major protein phosphatase 2A catalytic subunits (PPH21 and PPH22) to form alpha-leucine ester residues,NONE
1sy7_A_cavity_2,14,2.916,0.2083,9,3,1,0,1,0,Catalase-1,NONE,Q9C168,Inorganic ion transport and metabolism,NONE
1ee9_A_cavity_1,13,2.708,0.2083,9,2,1,1,0,0,Methylenetetrahydrofolate dehydrogenase [NAD+],NONE,Q02046,Involved in catalytic activity,NONE
1qs1_D_cavity_2,18,3.748,0.2082,5,2,2,9,0,0,Vip2Ac,NONE,Q844J9,NONE,NONE
2e3q_A_cavity_1,13,2.707,0.2082,9,0,3,1,0,0,Collagen type IV alpha-3-binding protein,NONE,Q9Y5P4,NONE,NONE
1jlv_E_cavity_1,14,2.912,0.208,10,1,1,1,1,0,"Glutathione S-transferase 1, isoform C",NONE,Q93112,"Posttranslational modification, protein turnover, chaperones",NONE
1yrt_A_cavity_1,13,2.705,0.208,7,0,4,1,1,0,Calmodulin,"LAYSE, TOXIN",CALM_HUMAN,"Calmodulin mediates the control of a large number of enzymes and other proteins by Ca(2+). Among the enzymes to be stimulated by the calmodulin-Ca(2+) complex are a number of protein kinases and phosphatases. Together with CEP110 and centrin, is involved",NONE
2ac4_A_cavity_1,17,3.535,0.2079,8,4,3,1,1,0,Ferrochelatase,NONE,P32396,Coenzyme transport and metabolism,NONE
1ca9_C_cavity_1,14,2.911,0.2079,6,1,5,2,0,0,Tumor necrosis factor receptor superfamily member 1B,TNF SIGNALING,TNR1B_HUMAN,Receptor with high affinity for TNFSF2/TNF-alpha and approximately 5-fold lower affinity for homotrimeric TNFSF1/lymphotoxin-alpha. The TRAF1/TRAF2 complex recruits the apoptotic suppressors BIRC2 and BIRC3 to TNFRSF1B/TNFR2. This receptor mediates most o,NONE
2ju0_A_cavity_1,12,2.49,0.2075,9,1,2,0,0,0,Calcium-binding protein NCS-1,NONE,Q06389,NONE,NONE
1k4y_A_cavity_2,14,2.904,0.2074,7,2,3,0,2,0,Liver carboxylesterase 1,NONE,P12337,Lipid transport and metabolism,NONE
2nn6_E_cavity_1,13,2.696,0.2074,8,0,3,2,0,0,Exosome complex exonuclease RRP45,NONE,Q06265,NONE,NONE
3c1n_D_cavity_2,15,3.109,0.2073,6,5,2,1,1,0,Probable aspartokinase,NONE,Q57991,NONE,NONE
2q09_A_cavity_1,12,2.488,0.2073,6,2,2,0,2,0,Imidazolonepropionase,NONE,A0KF84,NONE,NONE
1ri4_A_cavity_1,12,2.484,0.207,4,4,1,2,1,0,mRNA cap guanine-N7 methyltransferase,NONE,Q8SR66,"Secondary metabolites biosynthesis, transport and catabolism",NONE
2dn4_A_cavity_1,12,2.482,0.2069,6,3,3,0,0,0,General transcription factor II-I,NONE,P78347,NONE,NONE
1dmh_A_cavity_2,12,2.482,0.2069,6,1,5,0,0,0,"Catechol 1,2-dioxygenase",NONE,P07773,"Secondary metabolites biosynthesis, transport and catabolism",NONE
3err_B_cavity_3,13,2.688,0.2067,7,2,2,2,0,0,Seryl-tRNA synthetase,NONE,P34945,NONE,NONE
1o5i_C_cavity_1,13,2.686,0.2066,7,3,2,0,1,0,3-oxoacyl-(Acyl carrier protein) reductase,NONE,Q9X0Q1,Involved in oxidoreductase activity,NONE
1r0k_A_cavity_2,14,2.886,0.2061,7,2,2,3,0,0,1-deoxy-D-xylulose 5-phosphate reductoisomerase,NONE,Q9X5F2,Involved in catalytic activity,NONE
3g5r_A_cavity_1,13,2.68,0.2061,7,3,2,1,0,0,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase trmFO,NONE,Q5SID2,NONE,NONE
2i4k_A_cavity_1,12,2.472,0.206,10,0,2,0,0,0,Sorting nexin-1,NONE,Q13596,NONE,NONE
2csn_A_cavity_1,13,2.669,0.2053,4,1,4,4,0,0,Casein kinase I homolog 1,NONE,P40233,Involved in protein kinase activity,NONE
1zbu_C_cavity_1,14,2.872,0.2052,5,3,3,3,0,0,3-5 exoribonuclease 1,NONE,Q8IV48,Involved in exonuclease activity,NONE
2jxb_A_cavity_2,14,2.872,0.2052,5,5,4,0,0,0,Cytoplasmic protein NCK2,NONE,O43639,NONE,NONE
1h95_A_cavity_1,13,2.667,0.2052,6,1,4,2,0,0,Nuclease-sensitive element-binding protein 1,TRANSLATION FACTOR,YBOX1_HUMAN,Binds to splice sites in pre-mRNA and regulates splice site selection. Binds and stabilizes cytoplasmic mRNA. Contributes to the regulation of translation by modulating the interaction between the mRNA and eukaryotic initiation factors (By similarity). Bi,NONE
1oxy_A_cavity_1,14,2.864,0.2046,7,0,5,1,1,0,Hemocyanin II,NONE,P04253,NONE,NONE
1lnu_B_cavity_1,14,2.863,0.2045,9,3,2,0,0,0,"H-2 class II histocompatibility antigen, A-B alpha chain",NONE,P14434,NONE,NONE
1ovq_A_cavity_1,15,3.064,0.2042,9,1,3,1,1,0,Putative Holliday junction resolvase,NONE,P0A8I1,NONE,NONE
1yeh_H_cavity_1,10,2.042,0.2042,5,3,1,1,0,0,"Ig gamma-2A chain C region, A allele",NONE,P01863,NONE,NONE
3brk_X_cavity_2,12,2.448,0.204,4,4,2,1,1,0,Glucose-1-phosphate adenylyltransferase,NONE,P39669,NONE,NONE
1tvl_A_cavity_2,13,2.651,0.2039,8,1,3,0,1,0,YtnJ,NONE,O34974,Energy production and conversion,NONE
1rp0_B_cavity_1,12,2.444,0.2037,5,2,3,1,1,0,"Thiazole biosynthetic enzyme, chloroplast",NONE,Q38814,Coenzyme transport and metabolism,NONE
2jc2_A_cavity_1,16,3.258,0.2036,9,3,4,0,0,0,Sorcin,NONE,P30626,NONE,NONE
2dym_A_cavity_1,13,2.646,0.2036,9,2,2,0,0,0,Autophagy protein 5,NONE,Q12380,NONE,NONE
1o0s_B_cavity_1,12,2.443,0.2036,6,3,2,1,0,0,"NAD-dependent malic enzyme, mitochondrial",NONE,P27443,Energy production and conversion,NONE
1ohy_D_cavity_2,14,2.848,0.2035,9,2,2,1,0,0,"4-aminobutyrate aminotransferase, mitochondrial",NONE,P80404,Amino acid transport and metabolism,NONE
3f3v_A_cavity_1,14,2.848,0.2034,9,2,1,1,1,0,Proto-oncogene tyrosine-protein kinase Src,NONE,P00523,"Non-receptor protein tyrosine kinase which is activated following engagement of many different classes of cellular receptors including immune response receptors, integrins and other adhesion receptors, receptor protein tyrosine kinases, G protein-coupled receptors as well as cytokine receptors. Participates in signaling pathways that control a diverse spectrum of biological activities including gene transcription, immune response, cell adhesion, cell cycle progression, apoptosis, migration, and transformation. Due to functional redundancy between members of the SRC kinase family, identification of the specific role of each SRC kinase is very difficult. SRC appears to be one of the primary kinases activated following engagement of receptors and plays a role in the activation of other protein tyrosine kinase (PTK) families. Receptor clustering or dimerization leads to recruitment of SRC to the receptor complexes where it phosphorylates the tyrosine residues within the receptor cytoplasmic domains. Plays an important role in the regulation of cytoskeletal organization through phosphorylation of specific substrates involved in this process. When cells adhere via focal adhesions to the extra-cellular matrix, signals are transmitted by integrins into the cell and result in tyrosine phosphorylation of a number of focal adhesion proteins, including PTK2/FAK1 and paxillin (PXN). Also active at the sites of cell-cell contact adherens junctions and at gap junctions. Implicated in the regulation of pre-mRNA-processing. Might be involved not only in mediating the transduction of mitogenic signals at the level of the plasma membrane but also in controlling progression through the cell cycle via interaction with regulatory proteins in the nucleus.",NONE
1wh4_A_cavity_1,13,2.644,0.2034,9,1,3,0,0,0,Interleukin-1 receptor-associated kinase 4,NONE,Q8R4K2,NONE,NONE
3gbu_C_cavity_1,19,3.853,0.2028,6,2,3,2,6,0,Uncharacterized sugar kinase PH1459,NONE,O59128,NONE,NONE
1nxc_A_cavity_2,22,4.46,0.2027,6,2,5,8,1,0,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",NONE,P45700,"Involved in mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",NONE
2z8g_B_cavity_1,14,2.835,0.2025,7,1,3,3,0,0,Isopullulanase,NONE,O00105,NONE,NONE
1llu_C_cavity_1,14,2.834,0.2025,10,1,1,1,1,0,Alcohol dehydrogenase,NONE,Q9HTD9,Involved in zinc ion binding,NONE
1p2z_A_cavity_2,14,2.832,0.2023,8,3,3,0,0,0,Hexon protein,NONE,P03277,Involved in structural molecule activity,NONE
2w5y_A_cavity_1,14,2.824,0.2017,10,1,3,0,0,0,Histone-lysine N-methyltransferase HRX,NONE,Q03164,NONE,NONE
2jet_B_cavity_1,14,2.823,0.2017,9,1,3,0,1,0,Chymotrypsinogen B,NONE,P07338,NONE,NONE
1zl9_B_cavity_1,18,3.628,0.2016,11,1,6,0,0,0,Probable glutathione S-transferase 5,NONE,Q09596,NONE,NONE
2bjo_A_cavity_1,14,2.82,0.2014,11,1,1,1,0,0,Organic hydroperoxide resistance protein ohrB,NONE,P80242,NONE,NONE
1i3r_H_cavity_1,13,2.619,0.2014,9,2,2,0,0,0,"H-2 class II histocompatibility antigen, E-K alpha chain",NONE,P04224,NONE,NONE
1js6_B_cavity_1,13,2.618,0.2014,9,2,1,0,1,0,Aromatic-L-amino-acid decarboxylase,NONE,P80041,"Catalyzes the decarboxylation of L-3,4-dihydroxyphenylalanine (DOPA) to dopamine, L-5-hydroxytryptophan to serotonin and L-tryptophan to tryptamine.",NONE
3epm_B_cavity_3,13,2.613,0.201,4,2,2,3,2,0,Thiamine biosynthesis protein thiC,NONE,Q9A6Q5,NONE,NONE
1h2t_C_cavity_3,14,2.813,0.2009,7,2,2,1,2,0,Nuclear cap-binding protein subunit 1,NONE,Q09161,NONE,NONE
1hsk_A_cavity_1,17,3.411,0.2007,6,6,2,1,2,0,UDP-N-acetylenolpyruvoylglucosamine reductase,NONE,P61432,Involved in UDP-N-acetylmuramate dehydrogenase activity,NONE
4np1_A_cavity_1,14,2.807,0.2005,8,0,3,2,1,0,Nitrophorin-1,NONE,Q26239,Involved in NO and histamine binding,NONE
2r72_A_cavity_4,14,2.805,0.2004,8,0,4,2,0,0,RNA-directed RNA polymerase,NONE,Q9Q6Q5,NONE,NONE
1h3b_C_cavity_2,14,2.805,0.2004,6,2,4,1,1,0,Squalene--hopene cyclase,NONE,P33247,Lipid transport and metabolism,NONE
1y7p_A_cavity_1,14,2.805,0.2003,8,3,2,1,0,0,Hypothetical protein AF_1403,NONE,O28869,Involved in amino acid binding,NONE
2zm0_A_cavity_1,14,2.804,0.2003,7,1,3,1,2,0,6-aminohexanoate-dimer hydrolase,NONE,P07061,NONE,NONE
3g9q_A_cavity_1,14,2.802,0.2002,5,1,5,3,0,0,Iron(3+)-hydroxamate-binding protein fhuD,NONE,P37580,NONE,NONE
2nox_H_cavity_1,11,2.201,0.2001,10,0,1,0,0,0,"Tryptophan 2,3-dioxygenase",NONE,Q1LK00,NONE,NONE
1ukk_A_cavity_1,14,2.795,0.1997,11,2,1,0,0,0,Osmotically inducible protein C,NONE,P84124,"Posttranslational modification, protein turnover, chaperones",NONE
2wbi_B_cavity_2,14,2.794,0.1996,10,1,2,0,1,0,Acyl-CoA dehydrogenase family member 11,NONE,Q709F0,NONE,NONE
1ct9_B_cavity_1,17,3.386,0.1992,8,4,3,2,0,0,Asparagine synthetase B [glutamine-hydrolyzing],NONE,P22106,"Catalyzes the ATP-dependent conversion of aspartate into asparagine, using glutamine as a source of nitrogen. Can also use ammonia as the nitrogen source in vitro, albeit with lower efficiency. As nucleotide substrates, ATP and dATP are utilized at a similar rate in both the glutamine- and ammonia-dependent reactions, whereas GTP utilization is only 15% that of ATP, and CTP, UTP, ITP and XTP are very poor or not substrates. Also exhibits glutaminase activity.",NONE
2c49_A_cavity_1,12,2.39,0.1992,4,2,4,2,0,0,Uncharacterized sugar kinase MJ0406,NONE,Q57849,NONE,NONE
3f9z_A_cavity_1,14,2.786,0.199,7,0,6,1,0,0,Histone-lysine N-methyltransferase SETD8,NONE,Q9NQR1,NONE,NONE
1rrh_A_cavity_3,14,2.783,0.1988,5,4,3,1,1,0,Seed lipoxygenase-3,NONE,P09186,Involved in metal ion binding,NONE
2pv3_A_cavity_1,13,2.584,0.1987,5,2,5,1,0,0,Chaperone surA,NONE,P0ABZ6,NONE,NONE
3fnr_A_cavity_2,14,2.78,0.1986,4,2,4,2,2,0,Arginyl-tRNA synthetase,NONE,Q9PNC0,NONE,NONE
1s5j_A_cavity_4,16,3.176,0.1985,7,3,2,4,0,0,DNA polymerase 1,NONE,P26811,NONE,NONE
1q6f_A_cavity_1,14,2.779,0.1985,5,0,4,2,3,0,Beta-amylase,HYDROLASE,AMYB_SOYBN,NONE,NONE
2daj_A_cavity_1,11,2.183,0.1985,6,0,4,1,0,0,Cordon-bleu protein-like 1,NONE,Q53SF7,NONE,NONE
3bca_A_cavity_1,15,2.974,0.1983,9,2,3,1,0,0,O-phosphoseryl-tRNA(Sec) selenium transferase,NONE,Q6P6M7,NONE,NONE
2c6x_B_cavity_1,24,4.757,0.1982,12,3,5,0,4,0,Citrate synthase 1,NONE,P39119,NONE,NONE
2hyx_D_cavity_1,12,2.379,0.1982,7,2,2,1,0,0,Protein dipZ,NONE,Q10801,NONE,NONE
1m0i_C_cavity_1,13,2.575,0.1981,8,1,4,0,0,0,Endodeoxyribonuclease 1,NONE,P00641,NONE,NONE
2h7f_X_cavity_1,18,3.564,0.198,7,6,0,0,5,0,DNA topoisomerase 1,NONE,P32989,NONE,NONE
2r0v_A_cavity_3,14,2.773,0.198,8,3,2,1,0,0,Chromatin structure-remodeling complex subunit RSC4,NONE,Q02206,NONE,NONE
1wkr_A_cavity_1,13,2.571,0.1978,8,1,3,1,0,0,Polyporopepsin,NONE,P17576,NONE,NONE
1hki_A_cavity_1,15,2.965,0.1976,6,2,4,3,0,0,Chitotriosidase-1,NONE,Q13231,Involved in chitinase activity,NONE
1gug_D_cavity_1,14,2.766,0.1975,9,2,3,0,0,0,Molybdenum-pterin-binding protein 2,NONE,P08854,NONE,NONE
3do6_B_cavity_2,14,2.764,0.1974,8,2,3,1,0,0,Formate--tetrahydrofolate ligase,NONE,Q9X287,NONE,NONE
1t77_D_cavity_1,12,2.367,0.1973,6,2,3,1,0,0,Lipopolysaccharide-responsive and beige-like anchor protein,NONE,P50851,NONE,NONE
1eji_B_cavity_1,14,2.758,0.197,9,3,2,0,0,0,"Serine hydroxymethyltransferase, cytosolic",NONE,P50431,Amino acid transport and metabolism,NONE
2b3t_B_cavity_1,15,2.953,0.1969,7,1,5,1,1,0,Protein methyltransferase hemK,NONE,P0ACC1,"Translation, ribosomal structure and biogenesis",NONE
